week_start_date,year,month,week_number,district,state,dengue_diagnostic_kits,iv_fluids_units,paracetamol_strips,ors_packets,antibiotics_courses,dengue_rapid_test_kits
2022-06-20,2022,6,25,Salem,Tamil Nadu,41,295,870,551,184,21
2022-06-27,2022,6,26,Salem,Tamil Nadu,50,118,675,1326,302,24
2022-07-04,2022,7,27,Salem,Tamil Nadu,26,143,559,339,172,13
2022-07-11,2022,7,28,Salem,Tamil Nadu,56,236,1185,375,101,30
2022-07-18,2022,7,29,Salem,Tamil Nadu,46,250,867,576,172,34
2022-07-25,2022,7,30,Salem,Tamil Nadu,27,231,1614,397,137,19
2022-08-01,2022,8,31,Salem,Tamil Nadu,42,244,934,388,317,26
2022-08-08,2022,8,32,Salem,Tamil Nadu,58,322,1443,215,278,33
2022-08-15,2022,8,33,Salem,Tamil Nadu,19,275,1461,445,338,11
2022-08-22,2022,8,34,Salem,Tamil Nadu,54,107,1572,551,297,25
2022-08-29,2022,8,35,Salem,Tamil Nadu,40,221,564,516,116,24
2022-09-05,2022,9,36,Salem,Tamil Nadu,35,285,525,473,298,24
2022-09-12,2022,9,37,Salem,Tamil Nadu,29,233,1225,422,161,19
2022-09-19,2022,9,38,Salem,Tamil Nadu,27,144,1098,451,162,15
2022-09-26,2022,9,39,Salem,Tamil Nadu,21,117,1418,418,233,13
2022-10-03,2022,10,40,Salem,Tamil Nadu,206,298,2355,593,421,129
2022-10-10,2022,10,41,Salem,Tamil Nadu,70,794,1282,527,402,34
2022-10-17,2022,10,42,Salem,Tamil Nadu,199,432,1055,318,177,128
2022-10-24,2022,10,43,Salem,Tamil Nadu,49,358,1065,191,374,30
2022-10-31,2022,10,44,Salem,Tamil Nadu,152,386,1028,498,134,93
2022-11-07,2022,11,45,Salem,Tamil Nadu,143,390,1841,484,195,103
2022-11-14,2022,11,46,Salem,Tamil Nadu,186,738,2760,613,169,104
2022-11-21,2022,11,47,Salem,Tamil Nadu,141,614,1513,522,363,96
2022-11-28,2022,11,48,Salem,Tamil Nadu,128,344,2554,589,342,61
2022-12-05,2022,12,49,Salem,Tamil Nadu,148,447,991,626,724,100
2022-12-12,2022,12,50,Salem,Tamil Nadu,67,853,984,236,480,37
2022-12-19,2022,12,51,Salem,Tamil Nadu,186,929,1568,305,402,101
2022-12-26,2022,12,52,Salem,Tamil Nadu,153,349,1308,264,284,72
2023-01-02,2023,1,1,Salem,Tamil Nadu,48,327,588,394,271,30
2023-01-09,2023,1,2,Salem,Tamil Nadu,24,195,847,257,386,16
2023-01-16,2023,1,3,Salem,Tamil Nadu,42,101,1511,362,526,31
2023-01-23,2023,1,4,Salem,Tamil Nadu,28,257,1185,491,638,19
2023-01-30,2023,1,5,Salem,Tamil Nadu,22,95,845,524,651,12
2023-02-06,2023,2,6,Salem,Tamil Nadu,44,219,1211,460,211,27
2023-02-13,2023,2,7,Salem,Tamil Nadu,46,220,865,273,339,31
2023-02-20,2023,2,8,Salem,Tamil Nadu,30,203,852,246,118,21
2023-02-27,2023,2,9,Salem,Tamil Nadu,43,138,587,317,97,31
2023-03-06,2023,3,10,Salem,Tamil Nadu,47,300,906,440,234,31
2023-03-13,2023,3,11,Salem,Tamil Nadu,59,189,751,424,347,31
2023-03-20,2023,3,12,Salem,Tamil Nadu,27,137,1006,455,386,13
2023-03-27,2023,3,13,Salem,Tamil Nadu,31,214,941,264,172,17
2023-04-03,2023,4,14,Salem,Tamil Nadu,39,442,522,397,265,20
2023-04-10,2023,4,15,Salem,Tamil Nadu,26,235,1521,286,173,14
2023-04-17,2023,4,16,Salem,Tamil Nadu,34,548,651,403,363,26
2023-04-24,2023,4,17,Salem,Tamil Nadu,48,443,826,544,224,30
2023-05-01,2023,5,18,Salem,Tamil Nadu,19,315,886,397,260,9
2023-05-08,2023,5,19,Salem,Tamil Nadu,58,272,1133,299,197,39
2023-05-15,2023,5,20,Salem,Tamil Nadu,41,603,922,400,332,18
2023-05-22,2023,5,21,Salem,Tamil Nadu,26,254,1203,316,316,16
2023-05-29,2023,5,22,Salem,Tamil Nadu,32,608,1072,280,197,18
2023-06-05,2023,6,23,Salem,Tamil Nadu,44,277,1133,537,289,22
2023-06-12,2023,6,24,Salem,Tamil Nadu,26,243,1237,823,153,16
2023-06-19,2023,6,25,Salem,Tamil Nadu,59,276,1398,746,220,34
2023-06-26,2023,6,26,Salem,Tamil Nadu,35,180,1394,671,206,18
2023-07-03,2023,7,27,Salem,Tamil Nadu,39,241,1501,367,420,21
2023-07-10,2023,7,28,Salem,Tamil Nadu,64,140,1220,279,450,29
2023-07-17,2023,7,29,Salem,Tamil Nadu,38,183,533,512,296,23
2023-07-24,2023,7,30,Salem,Tamil Nadu,35,183,1563,506,270,20
2023-07-31,2023,7,31,Salem,Tamil Nadu,28,223,708,269,115,14
2023-08-07,2023,8,32,Salem,Tamil Nadu,36,172,1404,237,310,17
2023-08-14,2023,8,33,Salem,Tamil Nadu,30,139,785,305,251,16
2023-08-21,2023,8,34,Salem,Tamil Nadu,48,161,898,578,159,28
2023-08-28,2023,8,35,Salem,Tamil Nadu,44,177,577,278,186,28
2023-09-04,2023,9,36,Salem,Tamil Nadu,43,149,890,228,283,27
2023-09-11,2023,9,37,Salem,Tamil Nadu,39,304,1050,350,435,19
2023-09-18,2023,9,38,Salem,Tamil Nadu,37,217,523,308,388,25
2023-09-25,2023,9,39,Salem,Tamil Nadu,42,154,1093,655,181,23
2023-10-02,2023,10,40,Salem,Tamil Nadu,160,356,1308,410,281,106
2023-10-09,2023,10,41,Salem,Tamil Nadu,102,681,1098,366,339,67
2023-10-16,2023,10,42,Salem,Tamil Nadu,143,283,1565,235,375,97
2023-10-23,2023,10,43,Salem,Tamil Nadu,121,421,640,505,172,64
2023-10-30,2023,10,44,Salem,Tamil Nadu,65,660,1866,374,147,33
2023-11-06,2023,11,45,Salem,Tamil Nadu,114,364,1516,338,333,83
2023-11-13,2023,11,46,Salem,Tamil Nadu,192,547,1500,296,390,90
2023-11-20,2023,11,47,Salem,Tamil Nadu,142,702,812,211,277,72
2023-11-27,2023,11,48,Salem,Tamil Nadu,147,581,1176,247,175,73
2023-12-04,2023,12,49,Salem,Tamil Nadu,75,478,1507,576,291,46
2023-12-11,2023,12,50,Salem,Tamil Nadu,132,801,2340,606,234,92
2023-12-18,2023,12,51,Salem,Tamil Nadu,77,406,1009,585,258,48
2023-12-25,2023,12,52,Salem,Tamil Nadu,149,782,1010,608,313,111
2024-01-01,2024,1,1,Salem,Tamil Nadu,41,141,833,392,337,26
2024-01-08,2024,1,2,Salem,Tamil Nadu,32,210,1438,281,445,17
2024-01-15,2024,1,3,Salem,Tamil Nadu,22,255,1229,587,538,12
2024-01-22,2024,1,4,Salem,Tamil Nadu,28,256,1074,387,312,13
2024-01-29,2024,1,5,Salem,Tamil Nadu,46,269,652,253,850,21
2024-02-05,2024,2,6,Salem,Tamil Nadu,22,201,1105,384,128,11
2024-02-12,2024,2,7,Salem,Tamil Nadu,56,199,746,275,102,25
2024-02-19,2024,2,8,Salem,Tamil Nadu,33,237,1249,311,276,26
2024-02-26,2024,2,9,Salem,Tamil Nadu,41,277,1148,338,102,24
2024-03-04,2024,3,10,Salem,Tamil Nadu,39,192,1280,607,153,19
2024-03-11,2024,3,11,Salem,Tamil Nadu,45,140,682,306,303,23
2024-03-18,2024,3,12,Salem,Tamil Nadu,41,160,722,518,226,24
2024-03-25,2024,3,13,Salem,Tamil Nadu,26,186,605,475,177,16
2024-04-01,2024,4,14,Salem,Tamil Nadu,21,340,526,378,320,13
2024-04-08,2024,4,15,Salem,Tamil Nadu,34,182,662,256,271,20
2024-04-15,2024,4,16,Salem,Tamil Nadu,53,545,1064,298,350,29
2024-04-22,2024,4,17,Salem,Tamil Nadu,34,257,1278,234,106,21
2024-04-29,2024,4,18,Salem,Tamil Nadu,58,454,1550,495,245,38
2024-05-06,2024,5,19,Salem,Tamil Nadu,59,237,1252,524,330,25
2024-05-13,2024,5,20,Salem,Tamil Nadu,59,485,597,400,317,30
2024-05-20,2024,5,21,Salem,Tamil Nadu,25,234,1204,548,187,18
2024-05-27,2024,5,22,Salem,Tamil Nadu,37,391,1254,442,217,25
2024-06-03,2024,6,23,Salem,Tamil Nadu,25,254,1103,1355,204,20
2024-06-10,2024,6,24,Salem,Tamil Nadu,29,217,650,1172,160,17
2024-06-17,2024,6,25,Salem,Tamil Nadu,52,281,683,1294,158,30
2024-06-24,2024,6,26,Salem,Tamil Nadu,23,151,974,957,382,14
2024-07-01,2024,7,27,Salem,Tamil Nadu,27,175,1382,403,399,16
2024-07-08,2024,7,28,Salem,Tamil Nadu,29,290,474,370,271,16
2024-07-15,2024,7,29,Salem,Tamil Nadu,58,304,1183,458,245,32
2024-07-22,2024,7,30,Salem,Tamil Nadu,22,192,1244,350,138,12
2024-07-29,2024,7,31,Salem,Tamil Nadu,58,209,1502,198,441,34
2024-08-05,2024,8,32,Salem,Tamil Nadu,29,155,1176,226,112,14
2024-08-12,2024,8,33,Salem,Tamil Nadu,52,183,1139,482,249,40
2024-08-19,2024,8,34,Salem,Tamil Nadu,37,102,613,411,444,23
2024-08-26,2024,8,35,Salem,Tamil Nadu,38,187,1222,500,322,22
2024-09-02,2024,9,36,Salem,Tamil Nadu,43,203,947,244,134,33
2024-09-09,2024,9,37,Salem,Tamil Nadu,23,321,1310,267,294,14
2024-09-16,2024,9,38,Salem,Tamil Nadu,42,243,705,543,279,23
2024-09-23,2024,9,39,Salem,Tamil Nadu,40,108,672,259,276,21
2024-09-30,2024,9,40,Salem,Tamil Nadu,41,190,983,232,320,19
2024-10-07,2024,10,41,Salem,Tamil Nadu,122,595,1060,497,282,93
2024-10-14,2024,10,42,Salem,Tamil Nadu,118,400,1687,253,227,78
2024-10-21,2024,10,43,Salem,Tamil Nadu,166,846,1551,443,227,80
2024-10-28,2024,10,44,Salem,Tamil Nadu,97,545,978,206,448,59
2024-11-04,2024,11,45,Salem,Tamil Nadu,176,780,1501,263,402,87
2024-11-11,2024,11,46,Salem,Tamil Nadu,134,610,835,224,147,76
2024-11-18,2024,11,47,Salem,Tamil Nadu,98,407,870,434,114,70
2024-11-25,2024,11,48,Salem,Tamil Nadu,122,325,1009,488,250,76
2024-12-02,2024,12,49,Salem,Tamil Nadu,75,489,2198,265,477,56
2024-12-09,2024,12,50,Salem,Tamil Nadu,85,1013,1680,259,418,66
2024-12-16,2024,12,51,Salem,Tamil Nadu,98,877,2174,394,265,49
2024-12-23,2024,12,52,Salem,Tamil Nadu,125,544,1476,388,747,84
2024-12-30,2024,12,1,Salem,Tamil Nadu,79,351,782,491,435,47
2025-01-06,2025,1,2,Salem,Tamil Nadu,56,260,993,591,208,36
2025-01-13,2025,1,3,Salem,Tamil Nadu,48,119,1142,298,683,23
2025-01-20,2025,1,4,Salem,Tamil Nadu,56,225,1086,350,355,29
2025-01-27,2025,1,5,Salem,Tamil Nadu,28,301,968,428,411,19
2025-02-03,2025,2,6,Salem,Tamil Nadu,64,169,741,433,192,30
2025-02-10,2025,2,7,Salem,Tamil Nadu,31,296,1230,556,279,17
2025-02-17,2025,2,8,Salem,Tamil Nadu,54,170,968,349,342,26
2025-02-24,2025,2,9,Salem,Tamil Nadu,32,131,815,361,220,22
2025-03-03,2025,3,10,Salem,Tamil Nadu,35,132,636,355,171,19
2025-03-10,2025,3,11,Salem,Tamil Nadu,51,154,679,497,173,35
2025-03-17,2025,3,12,Salem,Tamil Nadu,54,174,847,362,385,29
2025-03-24,2025,3,13,Salem,Tamil Nadu,34,134,1214,214,186,20
2025-03-31,2025,3,14,Salem,Tamil Nadu,18,305,1419,397,159,15
2025-04-07,2025,4,15,Salem,Tamil Nadu,37,370,619,417,420,21
2025-04-14,2025,4,16,Salem,Tamil Nadu,46,604,590,215,426,27
2025-04-21,2025,4,17,Salem,Tamil Nadu,51,359,956,465,348,24
2025-04-28,2025,4,18,Salem,Tamil Nadu,58,367,773,513,277,27
2025-05-05,2025,5,19,Salem,Tamil Nadu,18,369,961,299,265,10
2025-05-12,2025,5,20,Salem,Tamil Nadu,56,390,1026,342,136,28
2025-05-19,2025,5,21,Salem,Tamil Nadu,37,411,948,478,123,27
2025-05-26,2025,5,22,Salem,Tamil Nadu,24,245,1392,439,277,15
2025-06-02,2025,6,23,Salem,Tamil Nadu,55,240,1162,743,133,35
2025-06-09,2025,6,24,Salem,Tamil Nadu,47,273,927,550,310,22
2025-06-16,2025,6,25,Salem,Tamil Nadu,33,283,1038,990,250,24
2025-06-23,2025,6,26,Salem,Tamil Nadu,41,204,834,806,344,19
2025-06-30,2025,6,27,Salem,Tamil Nadu,56,119,1218,1124,155,28
2025-07-07,2025,7,28,Salem,Tamil Nadu,55,288,623,560,191,31
2025-07-14,2025,7,29,Salem,Tamil Nadu,61,198,935,265,332,30
2025-07-21,2025,7,30,Salem,Tamil Nadu,25,160,596,268,127,13
2025-07-28,2025,7,31,Salem,Tamil Nadu,39,118,1526,421,185,21
2025-08-04,2025,8,32,Salem,Tamil Nadu,24,244,1480,472,258,11
2025-08-11,2025,8,33,Salem,Tamil Nadu,53,132,815,405,265,29
2025-08-18,2025,8,34,Salem,Tamil Nadu,27,249,876,499,340,18
2025-08-25,2025,8,35,Salem,Tamil Nadu,50,279,783,342,168,40
2025-09-01,2025,9,36,Salem,Tamil Nadu,36,127,1110,627,289,22
2025-09-08,2025,9,37,Salem,Tamil Nadu,42,144,1037,487,144,20
2025-09-15,2025,9,38,Salem,Tamil Nadu,40,198,581,322,349,22
2025-09-22,2025,9,39,Salem,Tamil Nadu,39,182,685,333,366,23
2025-09-29,2025,9,40,Salem,Tamil Nadu,53,333,848,355,230,34
2025-10-06,2025,10,41,Salem,Tamil Nadu,76,444,1344,399,221,43
2025-10-13,2025,10,42,Salem,Tamil Nadu,152,550,1662,575,178,86
2025-10-20,2025,10,43,Salem,Tamil Nadu,120,526,1643,377,155,84
2025-10-27,2025,10,44,Salem,Tamil Nadu,189,651,1027,281,192,121
2025-11-03,2025,11,45,Salem,Tamil Nadu,146,746,1474,464,95,98
2025-11-10,2025,11,46,Salem,Tamil Nadu,128,363,1350,453,98,65
2025-11-17,2025,11,47,Salem,Tamil Nadu,154,385,1912,233,108,85
2025-11-24,2025,11,48,Salem,Tamil Nadu,55,903,1058,526,110,31
2025-12-01,2025,12,49,Salem,Tamil Nadu,179,767,1111,541,527,135
2025-12-08,2025,12,50,Salem,Tamil Nadu,170,458,1427,389,227,104
2025-12-15,2025,12,51,Salem,Tamil Nadu,120,274,1456,444,599,60
2025-12-22,2025,12,52,Salem,Tamil Nadu,167,572,2408,314,435,91
2025-12-29,2025,12,1,Salem,Tamil Nadu,142,678,1377,414,419,91
2015-01-05,2015,1,2,Sivaganga,Tamil Nadu,34,242,833,525,228,24
2015-01-12,2015,1,3,Sivaganga,Tamil Nadu,32,161,538,535,295,25
2015-01-19,2015,1,4,Sivaganga,Tamil Nadu,48,235,1282,248,742,30
2015-01-26,2015,1,5,Sivaganga,Tamil Nadu,54,137,554,327,580,33
2015-02-02,2015,2,6,Sivaganga,Tamil Nadu,35,213,669,591,411,25
2015-02-09,2015,2,7,Sivaganga,Tamil Nadu,51,139,491,377,145,29
2015-02-16,2015,2,8,Sivaganga,Tamil Nadu,27,173,649,273,131,19
2015-02-23,2015,2,9,Sivaganga,Tamil Nadu,25,144,1337,422,138,18
2015-03-02,2015,3,10,Sivaganga,Tamil Nadu,40,244,674,437,219,23
2015-03-09,2015,3,11,Sivaganga,Tamil Nadu,26,256,1459,618,338,16
2015-03-16,2015,3,12,Sivaganga,Tamil Nadu,20,199,1047,285,191,11
2015-03-23,2015,3,13,Sivaganga,Tamil Nadu,39,304,1350,535,332,25
2015-03-30,2015,3,14,Sivaganga,Tamil Nadu,36,276,1329,210,245,24
2015-04-06,2015,4,15,Sivaganga,Tamil Nadu,40,423,1222,210,137,20
2015-04-13,2015,4,16,Sivaganga,Tamil Nadu,25,482,679,299,359,14
2015-04-20,2015,4,17,Sivaganga,Tamil Nadu,21,488,1223,485,268,12
2015-04-27,2015,4,18,Sivaganga,Tamil Nadu,47,232,660,288,230,30
2015-05-04,2015,5,19,Sivaganga,Tamil Nadu,22,504,966,491,361,12
2015-05-11,2015,5,20,Sivaganga,Tamil Nadu,58,524,950,567,145,37
2015-05-18,2015,5,21,Sivaganga,Tamil Nadu,55,411,1006,319,397,34
2015-05-25,2015,5,22,Sivaganga,Tamil Nadu,55,500,1067,313,196,32
2015-06-01,2015,6,23,Sivaganga,Tamil Nadu,56,266,1240,1655,186,37
2015-06-08,2015,6,24,Sivaganga,Tamil Nadu,49,172,1496,631,128,27
2015-06-15,2015,6,25,Sivaganga,Tamil Nadu,38,203,1162,743,309,25
2015-06-22,2015,6,26,Sivaganga,Tamil Nadu,54,303,915,569,170,35
2015-06-29,2015,6,27,Sivaganga,Tamil Nadu,54,239,1001,1209,246,27
2015-07-06,2015,7,28,Sivaganga,Tamil Nadu,56,251,1426,456,161,31
2015-07-13,2015,7,29,Sivaganga,Tamil Nadu,40,127,1143,376,373,24
2015-07-20,2015,7,30,Sivaganga,Tamil Nadu,49,251,1181,450,110,27
2015-07-27,2015,7,31,Sivaganga,Tamil Nadu,36,241,1277,382,160,23
2015-08-03,2015,8,32,Sivaganga,Tamil Nadu,46,129,1380,500,183,33
2015-08-10,2015,8,33,Sivaganga,Tamil Nadu,37,292,757,383,345,27
2015-08-17,2015,8,34,Sivaganga,Tamil Nadu,40,272,882,324,176,21
2015-08-24,2015,8,35,Sivaganga,Tamil Nadu,54,249,699,461,304,40
2015-08-31,2015,8,36,Sivaganga,Tamil Nadu,23,147,572,464,167,14
2015-09-07,2015,9,37,Sivaganga,Tamil Nadu,49,210,1360,555,345,28
2015-09-14,2015,9,38,Sivaganga,Tamil Nadu,22,182,1217,388,168,16
2015-09-21,2015,9,39,Sivaganga,Tamil Nadu,28,206,960,443,336,20
2015-09-28,2015,9,40,Sivaganga,Tamil Nadu,39,157,811,367,302,18
2015-10-05,2015,10,41,Sivaganga,Tamil Nadu,162,319,1683,359,108,109
2015-10-12,2015,10,42,Sivaganga,Tamil Nadu,140,446,1429,192,292,69
2015-10-19,2015,10,43,Sivaganga,Tamil Nadu,175,588,2381,410,215,136
2015-10-26,2015,10,44,Sivaganga,Tamil Nadu,144,304,1005,250,139,80
2015-11-02,2015,11,45,Sivaganga,Tamil Nadu,92,495,1293,296,348,39
2015-11-09,2015,11,46,Sivaganga,Tamil Nadu,85,523,975,199,361,59
2015-11-16,2015,11,47,Sivaganga,Tamil Nadu,96,499,1031,219,200,49
2015-11-23,2015,11,48,Sivaganga,Tamil Nadu,90,590,1857,446,114,48
2015-11-30,2015,11,49,Sivaganga,Tamil Nadu,92,555,1609,454,139,47
2015-12-07,2015,12,50,Sivaganga,Tamil Nadu,80,346,1740,579,706,61
2015-12-14,2015,12,51,Sivaganga,Tamil Nadu,141,442,1236,337,670,101
2015-12-21,2015,12,52,Sivaganga,Tamil Nadu,115,421,1869,493,686,58
2015-12-28,2015,12,53,Sivaganga,Tamil Nadu,165,387,901,221,648,106
2016-01-04,2016,1,1,Sivaganga,Tamil Nadu,54,222,1394,400,358,26
2016-01-11,2016,1,2,Sivaganga,Tamil Nadu,43,281,772,524,497,21
2016-01-18,2016,1,3,Sivaganga,Tamil Nadu,35,231,655,235,259,27
2016-01-25,2016,1,4,Sivaganga,Tamil Nadu,33,152,960,543,740,16
2016-02-01,2016,2,5,Sivaganga,Tamil Nadu,46,173,1074,373,258,26
2016-02-08,2016,2,6,Sivaganga,Tamil Nadu,55,332,1543,558,322,31
2016-02-15,2016,2,7,Sivaganga,Tamil Nadu,20,200,1195,288,170,14
2016-02-22,2016,2,8,Sivaganga,Tamil Nadu,46,255,1343,323,203,25
2016-02-29,2016,2,9,Sivaganga,Tamil Nadu,39,118,1518,489,252,19
2016-03-07,2016,3,10,Sivaganga,Tamil Nadu,23,185,1262,247,391,13
2016-03-14,2016,3,11,Sivaganga,Tamil Nadu,42,129,1442,497,304,20
2016-03-21,2016,3,12,Sivaganga,Tamil Nadu,30,259,1203,462,116,21
2016-03-28,2016,3,13,Sivaganga,Tamil Nadu,48,158,525,331,290,32
2016-04-04,2016,4,14,Sivaganga,Tamil Nadu,38,653,1269,417,403,28
2016-04-11,2016,4,15,Sivaganga,Tamil Nadu,23,550,560,612,179,13
2016-04-18,2016,4,16,Sivaganga,Tamil Nadu,39,469,1158,434,118,24
2016-04-25,2016,4,17,Sivaganga,Tamil Nadu,25,297,677,523,166,12
2016-05-02,2016,5,18,Sivaganga,Tamil Nadu,50,333,728,520,244,32
2016-05-09,2016,5,19,Sivaganga,Tamil Nadu,30,443,1147,550,220,24
2016-05-16,2016,5,20,Sivaganga,Tamil Nadu,29,641,848,415,226,18
2016-05-23,2016,5,21,Sivaganga,Tamil Nadu,30,375,1267,594,171,13
2016-05-30,2016,5,22,Sivaganga,Tamil Nadu,26,525,1397,526,424,15
2016-06-06,2016,6,23,Sivaganga,Tamil Nadu,58,183,593,1276,339,31
2016-06-13,2016,6,24,Sivaganga,Tamil Nadu,51,251,1385,1677,355,38
2016-06-20,2016,6,25,Sivaganga,Tamil Nadu,32,108,1347,1235,185,19
2016-06-27,2016,6,26,Sivaganga,Tamil Nadu,56,244,913,1021,401,37
2016-07-04,2016,7,27,Sivaganga,Tamil Nadu,47,314,639,526,406,23
2016-07-11,2016,7,28,Sivaganga,Tamil Nadu,36,106,1153,219,209,21
2016-07-18,2016,7,29,Sivaganga,Tamil Nadu,34,270,1120,475,121,24
2016-07-25,2016,7,30,Sivaganga,Tamil Nadu,63,111,883,454,309,37
2016-08-01,2016,8,31,Sivaganga,Tamil Nadu,51,223,1203,349,355,23
2016-08-08,2016,8,32,Sivaganga,Tamil Nadu,32,177,1337,274,205,16
2016-08-15,2016,8,33,Sivaganga,Tamil Nadu,58,137,671,535,317,40
2016-08-22,2016,8,34,Sivaganga,Tamil Nadu,33,231,1073,253,301,21
2016-08-29,2016,8,35,Sivaganga,Tamil Nadu,30,208,1370,550,102,22
2016-09-05,2016,9,36,Sivaganga,Tamil Nadu,25,174,1253,203,116,14
2016-09-12,2016,9,37,Sivaganga,Tamil Nadu,41,187,794,444,175,23
2016-09-19,2016,9,38,Sivaganga,Tamil Nadu,30,184,1212,544,279,17
2016-09-26,2016,9,39,Sivaganga,Tamil Nadu,39,163,974,291,116,25
2016-10-03,2016,10,40,Sivaganga,Tamil Nadu,126,419,1629,535,372,73
2016-10-10,2016,10,41,Sivaganga,Tamil Nadu,82,341,1597,258,133,39
2016-10-17,2016,10,42,Sivaganga,Tamil Nadu,147,782,2077,434,302,87
2016-10-24,2016,10,43,Sivaganga,Tamil Nadu,117,391,1950,212,249,69
2016-10-31,2016,10,44,Sivaganga,Tamil Nadu,185,485,1980,335,259,135
2016-11-07,2016,11,45,Sivaganga,Tamil Nadu,121,317,1465,206,124,59
2016-11-14,2016,11,46,Sivaganga,Tamil Nadu,83,623,1671,320,330,52
2016-11-21,2016,11,47,Sivaganga,Tamil Nadu,123,507,2791,328,256,87
2016-11-28,2016,11,48,Sivaganga,Tamil Nadu,74,477,1744,558,235,33
2016-12-05,2016,12,49,Sivaganga,Tamil Nadu,104,641,1776,459,529,49
2016-12-12,2016,12,50,Sivaganga,Tamil Nadu,126,224,2135,443,394,60
2016-12-19,2016,12,51,Sivaganga,Tamil Nadu,149,617,1210,299,853,95
2016-12-26,2016,12,52,Sivaganga,Tamil Nadu,141,469,1559,432,494,84
2017-01-02,2017,1,1,Sivaganga,Tamil Nadu,50,117,878,452,293,31
2017-01-09,2017,1,2,Sivaganga,Tamil Nadu,59,199,707,526,627,27
2017-01-16,2017,1,3,Sivaganga,Tamil Nadu,19,165,1186,294,569,14
2017-01-23,2017,1,4,Sivaganga,Tamil Nadu,24,213,1514,313,262,16
2017-01-30,2017,1,5,Sivaganga,Tamil Nadu,45,206,784,233,590,20
2017-02-06,2017,2,6,Sivaganga,Tamil Nadu,37,319,608,416,195,22
2017-02-13,2017,2,7,Sivaganga,Tamil Nadu,28,300,1436,229,150,12
2017-02-20,2017,2,8,Sivaganga,Tamil Nadu,39,188,1073,588,389,21
2017-02-27,2017,2,9,Sivaganga,Tamil Nadu,42,226,1276,278,398,23
2017-03-06,2017,3,10,Sivaganga,Tamil Nadu,35,133,1198,517,316,22
2017-03-13,2017,3,11,Sivaganga,Tamil Nadu,42,315,863,496,193,29
2017-03-20,2017,3,12,Sivaganga,Tamil Nadu,25,176,984,525,161,18
2017-03-27,2017,3,13,Sivaganga,Tamil Nadu,28,105,960,286,116,15
2017-04-03,2017,4,14,Sivaganga,Tamil Nadu,23,307,781,536,316,15
2017-04-10,2017,4,15,Sivaganga,Tamil Nadu,29,284,1000,219,124,19
2017-04-17,2017,4,16,Sivaganga,Tamil Nadu,47,281,1092,367,210,33
2017-04-24,2017,4,17,Sivaganga,Tamil Nadu,52,359,670,526,105,35
2017-05-01,2017,5,18,Sivaganga,Tamil Nadu,45,467,1105,560,253,29
2017-05-08,2017,5,19,Sivaganga,Tamil Nadu,47,544,1485,331,163,26
2017-05-15,2017,5,20,Sivaganga,Tamil Nadu,35,246,1007,522,306,17
2017-05-22,2017,5,21,Sivaganga,Tamil Nadu,29,244,1448,436,418,23
2017-05-29,2017,5,22,Sivaganga,Tamil Nadu,57,432,782,455,185,39
2017-06-05,2017,6,23,Sivaganga,Tamil Nadu,34,146,1519,1653,347,17
2017-06-12,2017,6,24,Sivaganga,Tamil Nadu,57,221,1139,1085,260,36
2017-06-19,2017,6,25,Sivaganga,Tamil Nadu,37,277,872,584,192,20
2017-06-26,2017,6,26,Sivaganga,Tamil Nadu,41,245,1425,787,146,29
2017-07-03,2017,7,27,Sivaganga,Tamil Nadu,18,162,1227,417,188,11
2017-07-10,2017,7,28,Sivaganga,Tamil Nadu,28,93,621,302,155,18
2017-07-17,2017,7,29,Sivaganga,Tamil Nadu,28,254,1145,228,370,15
2017-07-24,2017,7,30,Sivaganga,Tamil Nadu,31,166,766,276,312,19
2017-07-31,2017,7,31,Sivaganga,Tamil Nadu,51,189,854,370,412,30
2017-08-07,2017,8,32,Sivaganga,Tamil Nadu,18,194,1036,429,194,12
2017-08-14,2017,8,33,Sivaganga,Tamil Nadu,57,233,1305,409,181,40
2017-08-21,2017,8,34,Sivaganga,Tamil Nadu,31,111,545,212,233,19
2017-08-28,2017,8,35,Sivaganga,Tamil Nadu,33,262,1051,609,118,21
2017-09-04,2017,9,36,Sivaganga,Tamil Nadu,21,132,985,229,383,11
2017-09-11,2017,9,37,Sivaganga,Tamil Nadu,50,178,888,492,271,26
2017-09-18,2017,9,38,Sivaganga,Tamil Nadu,54,251,947,424,182,37
2017-09-25,2017,9,39,Sivaganga,Tamil Nadu,21,180,1137,197,356,15
2017-10-02,2017,10,40,Sivaganga,Tamil Nadu,104,512,2116,522,187,62
2017-10-09,2017,10,41,Sivaganga,Tamil Nadu,53,468,975,432,437,31
2017-10-16,2017,10,42,Sivaganga,Tamil Nadu,77,449,992,523,413,47
2017-10-23,2017,10,43,Sivaganga,Tamil Nadu,82,260,2511,512,341,64
2017-10-30,2017,10,44,Sivaganga,Tamil Nadu,118,791,1847,319,376,64
2017-11-06,2017,11,45,Sivaganga,Tamil Nadu,194,623,1336,246,265,121
2017-11-13,2017,11,46,Sivaganga,Tamil Nadu,142,600,1783,442,216,92
2017-11-20,2017,11,47,Sivaganga,Tamil Nadu,183,641,834,349,200,92
2017-11-27,2017,11,48,Sivaganga,Tamil Nadu,97,635,1786,513,213,50
2017-12-04,2017,12,49,Sivaganga,Tamil Nadu,226,422,1310,561,606,111
2017-12-11,2017,12,50,Sivaganga,Tamil Nadu,219,508,1424,398,393,140
