unique_id,state,district,disease,no_of_cases,no_of_deaths,outbreak_start_date,reporting_date,current_status,week_number,year,week_date_range
TN/2019/50/2601,Tamil Nadu,Vellore,Acute Gastroenteritis,9,0,01-01-2019,07-01-2019,Under Control,50,2019,Week 50 of 2019
TN/2019/50/2602,Tamil Nadu,Vellore,Fever,55,0,01-01-2019,07-01-2019,Under Control,50,2019,Week 50 of 2019
TN/2019/50/2603,Tamil Nadu,Perambalur,Acute Gastroenteritis,10,0,01-01-2019,07-01-2019,Under Control,50,2019,Week 50 of 2019
TN/2019/50/2604,Tamil Nadu,Perambalur,Fever,62,0,01-01-2019,07-01-2019,Under Control,50,2019,Week 50 of 2019
TN/2019/50/2605,Tamil Nadu,Virudhunagar,Scrub Typhus,19,0,01-01-2019,07-01-2019,Under Surveillance,50,2019,Week 50 of 2019
TN/2019/50/2606,Tamil Nadu,Virudhunagar,Acute Gastroenteritis,12,0,01-01-2019,07-01-2019,Under Control,50,2019,Week 50 of 2019
TN/2019/50/2607,Tamil Nadu,Virudhunagar,Fever,57,0,01-01-2019,07-01-2019,Under Control,50,2019,Week 50 of 2019
TN/2019/51/2608,Tamil Nadu,Madurai,Scrub Typhus,17,0,01-01-2019,07-01-2019,Under Control,51,2019,Week 51 of 2019
TN/2019/51/2609,Tamil Nadu,Madurai,Acute Gastroenteritis,16,0,01-01-2019,07-01-2019,Closed,51,2019,Week 51 of 2019
TN/2019/51/2610,Tamil Nadu,Madurai,Fever,68,0,01-01-2019,07-01-2019,Under Control,51,2019,Week 51 of 2019
TN/2019/51/2611,Tamil Nadu,Tiruppur,Scrub Typhus,10,0,01-01-2019,07-01-2019,Closed,51,2019,Week 51 of 2019
TN/2019/51/2612,Tamil Nadu,Tiruppur,Fever,71,0,01-01-2019,07-01-2019,Under Control,51,2019,Week 51 of 2019
TN/2019/51/2613,Tamil Nadu,Tiruvarur,Dengue,32,0,01-01-2019,07-01-2019,Under Control,51,2019,Week 51 of 2019
TN/2019/51/2614,Tamil Nadu,Tiruvarur,Scrub Typhus,14,0,01-01-2019,07-01-2019,Under Control,51,2019,Week 51 of 2019
TN/2019/51/2615,Tamil Nadu,Tiruvarur,Fever,85,0,01-01-2019,07-01-2019,Under Control,51,2019,Week 51 of 2019
TN/2019/52/2616,Tamil Nadu,Thiruvallur,Dengue,44,0,01-01-2019,07-01-2019,Under Surveillance,52,2019,Week 52 of 2019
TN/2019/52/2617,Tamil Nadu,Thiruvallur,Scrub Typhus,15,0,01-01-2019,07-01-2019,Closed,52,2019,Week 52 of 2019
TN/2019/52/2618,Tamil Nadu,Salem,Scrub Typhus,20,0,01-01-2019,07-01-2019,Closed,52,2019,Week 52 of 2019
TN/2019/52/2619,Tamil Nadu,Salem,Fever,59,0,01-01-2019,07-01-2019,Under Surveillance,52,2019,Week 52 of 2019
TN/2019/52/2620,Tamil Nadu,Tirupathur,Dengue,37,0,01-01-2019,07-01-2019,Under Surveillance,52,2019,Week 52 of 2019
TN/2019/52/2621,Tamil Nadu,Tenkasi,Dengue,32,0,01-01-2019,07-01-2019,Under Control,52,2019,Week 52 of 2019
TN/2019/52/2622,Tamil Nadu,Tenkasi,Acute Gastroenteritis,10,0,01-01-2019,07-01-2019,Under Control,52,2019,Week 52 of 2019
TN/2019/52/2623,Tamil Nadu,Tenkasi,Fever,68,0,01-01-2019,07-01-2019,Under Control,52,2019,Week 52 of 2019
TN/2019/53/2624,Tamil Nadu,Pudukkottai,Acute Gastroenteritis,9,0,01-01-2019,07-01-2019,Closed,53,2019,Week 53 of 2019
TN/2019/53/2625,Tamil Nadu,Dindigul,Fever,59,0,01-01-2019,07-01-2019,Under Surveillance,53,2019,Week 53 of 2019
TN/2019/53/2626,Tamil Nadu,Thanjavur,Dengue,41,1,01-01-2019,07-01-2019,Closed,53,2019,Week 53 of 2019
TN/2019/53/2627,Tamil Nadu,Thanjavur,Scrub Typhus,15,0,01-01-2019,07-01-2019,Under Surveillance,53,2019,Week 53 of 2019
TN/2019/53/2628,Tamil Nadu,Thanjavur,Acute Gastroenteritis,7,0,01-01-2019,07-01-2019,Closed,53,2019,Week 53 of 2019
TN/2019/53/2629,Tamil Nadu,Tenkasi,Scrub Typhus,15,0,01-01-2019,07-01-2019,Closed,53,2019,Week 53 of 2019
TN/2019/53/2630,Tamil Nadu,Tenkasi,Acute Gastroenteritis,11,0,01-01-2019,07-01-2019,Closed,53,2019,Week 53 of 2019
TN/2019/53/2631,Tamil Nadu,Tenkasi,Fever,61,0,01-01-2019,07-01-2019,Closed,53,2019,Week 53 of 2019
TN/2019/53/2632,Tamil Nadu,Sivaganga,Dengue,27,0,01-01-2019,07-01-2019,Under Control,53,2019,Week 53 of 2019
TN/2019/53/2633,Tamil Nadu,Kanchipuram,Dengue,42,0,01-01-2019,07-01-2019,Under Control,53,2019,Week 53 of 2019
TN/2019/53/2634,Tamil Nadu,Kanchipuram,Fever,65,0,01-01-2019,07-01-2019,Closed,53,2019,Week 53 of 2019
TN/2019/53/2635,Tamil Nadu,Namakkal,Dengue,36,0,01-01-2019,07-01-2019,Closed,53,2019,Week 53 of 2019
TN/2020/1/2636,Tamil Nadu,Salem,Dengue,11,1,01-01-2020,07-01-2020,Under Surveillance,1,2020,Week 1 of 2020
TN/2020/1/2637,Tamil Nadu,Salem,Acute Gastroenteritis,6,0,01-01-2020,07-01-2020,Under Control,1,2020,Week 1 of 2020
TN/2020/1/2638,Tamil Nadu,Salem,Fever,69,0,01-01-2020,07-01-2020,Under Control,1,2020,Week 1 of 2020
TN/2020/1/2639,Tamil Nadu,Tiruvarur,Scrub Typhus,2,0,01-01-2020,07-01-2020,Closed,1,2020,Week 1 of 2020
TN/2020/1/2640,Tamil Nadu,Namakkal,Scrub Typhus,10,0,01-01-2020,07-01-2020,Closed,1,2020,Week 1 of 2020
TN/2020/1/2641,Tamil Nadu,Namakkal,Acute Gastroenteritis,9,0,01-01-2020,07-01-2020,Under Surveillance,1,2020,Week 1 of 2020
TN/2020/1/2642,Tamil Nadu,Namakkal,Fever,69,0,01-01-2020,07-01-2020,Under Surveillance,1,2020,Week 1 of 2020
TN/2020/1/2643,Tamil Nadu,Tiruvannamalai,Dengue,11,0,01-01-2020,07-01-2020,Under Control,1,2020,Week 1 of 2020
TN/2020/1/2644,Tamil Nadu,Tiruvannamalai,Acute Gastroenteritis,11,0,01-01-2020,07-01-2020,Closed,1,2020,Week 1 of 2020
TN/2020/1/2645,Tamil Nadu,Erode,Dengue,13,0,01-01-2020,07-01-2020,Under Surveillance,1,2020,Week 1 of 2020
TN/2020/1/2646,Tamil Nadu,Erode,Fever,67,0,01-01-2020,07-01-2020,Under Surveillance,1,2020,Week 1 of 2020
TN/2020/1/2647,Tamil Nadu,Ramanathapuram,Scrub Typhus,5,0,01-01-2020,07-01-2020,Under Control,1,2020,Week 1 of 2020
TN/2020/2/2648,Tamil Nadu,Tiruvarur,Dengue,13,0,01-01-2020,07-01-2020,Under Surveillance,2,2020,Week 2 of 2020
TN/2020/2/2649,Tamil Nadu,Tiruvarur,Scrub Typhus,7,0,01-01-2020,07-01-2020,Under Control,2,2020,Week 2 of 2020
TN/2020/2/2650,Tamil Nadu,Tiruvarur,Acute Gastroenteritis,7,0,01-01-2020,07-01-2020,Under Surveillance,2,2020,Week 2 of 2020
TN/2020/2/2651,Tamil Nadu,Tiruvarur,Fever,57,0,01-01-2020,07-01-2020,Under Control,2,2020,Week 2 of 2020
TN/2020/2/2652,Tamil Nadu,Ramanathapuram,Fever,62,0,01-01-2020,07-01-2020,Under Control,2,2020,Week 2 of 2020
TN/2020/2/2653,Tamil Nadu,Villupuram,Dengue,10,0,01-01-2020,07-01-2020,Closed,2,2020,Week 2 of 2020
TN/2020/2/2654,Tamil Nadu,Villupuram,Scrub Typhus,8,0,01-01-2020,07-01-2020,Under Surveillance,2,2020,Week 2 of 2020
TN/2020/2/2655,Tamil Nadu,Villupuram,Fever,51,0,01-01-2020,07-01-2020,Under Control,2,2020,Week 2 of 2020
TN/2020/2/2656,Tamil Nadu,Karur,Dengue,6,0,01-01-2020,07-01-2020,Closed,2,2020,Week 2 of 2020
TN/2020/2/2657,Tamil Nadu,Karur,Scrub Typhus,5,0,01-01-2020,07-01-2020,Under Control,2,2020,Week 2 of 2020
TN/2020/2/2658,Tamil Nadu,Karur,Fever,70,0,01-01-2020,07-01-2020,Closed,2,2020,Week 2 of 2020
TN/2020/3/2659,Tamil Nadu,Kanniyakumari,Dengue,11,0,01-01-2020,07-01-2020,Closed,3,2020,Week 3 of 2020
TN/2020/3/2660,Tamil Nadu,Kanniyakumari,Acute Gastroenteritis,9,0,01-01-2020,07-01-2020,Closed,3,2020,Week 3 of 2020
TN/2020/3/2661,Tamil Nadu,Dindigul,Dengue,4,0,01-01-2020,07-01-2020,Under Control,3,2020,Week 3 of 2020
TN/2020/3/2662,Tamil Nadu,Dindigul,Scrub Typhus,4,0,01-01-2020,07-01-2020,Under Control,3,2020,Week 3 of 2020
TN/2020/3/2663,Tamil Nadu,Dindigul,Acute Gastroenteritis,6,1,01-01-2020,07-01-2020,Closed,3,2020,Week 3 of 2020
TN/2020/3/2664,Tamil Nadu,Dindigul,Fever,59,0,01-01-2020,07-01-2020,Under Control,3,2020,Week 3 of 2020
TN/2020/3/2665,Tamil Nadu,Kallakurichi,Acute Gastroenteritis,5,0,01-01-2020,07-01-2020,Under Control,3,2020,Week 3 of 2020
TN/2020/3/2666,Tamil Nadu,Coimbatore,Dengue,7,0,01-01-2020,07-01-2020,Closed,3,2020,Week 3 of 2020
TN/2020/4/2667,Tamil Nadu,Tiruvannamalai,Dengue,12,0,01-01-2020,07-01-2020,Closed,4,2020,Week 4 of 2020
TN/2020/4/2668,Tamil Nadu,Tiruvannamalai,Scrub Typhus,1,1,01-01-2020,07-01-2020,Under Control,4,2020,Week 4 of 2020
TN/2020/4/2669,Tamil Nadu,Tiruvannamalai,Acute Gastroenteritis,7,0,01-01-2020,07-01-2020,Closed,4,2020,Week 4 of 2020
TN/2020/4/2670,Tamil Nadu,Krishnagiri,Dengue,9,0,01-01-2020,07-01-2020,Under Surveillance,4,2020,Week 4 of 2020
TN/2020/4/2671,Tamil Nadu,Krishnagiri,Acute Gastroenteritis,14,0,01-01-2020,07-01-2020,Closed,4,2020,Week 4 of 2020
TN/2020/4/2672,Tamil Nadu,Sivaganga,Scrub Typhus,4,0,01-01-2020,07-01-2020,Under Surveillance,4,2020,Week 4 of 2020
TN/2020/4/2673,Tamil Nadu,Sivaganga,Acute Gastroenteritis,7,0,01-01-2020,07-01-2020,Under Control,4,2020,Week 4 of 2020
TN/2020/4/2674,Tamil Nadu,Tiruppur,Acute Gastroenteritis,9,0,01-01-2020,07-01-2020,Closed,4,2020,Week 4 of 2020
TN/2020/4/2675,Tamil Nadu,Madurai,Scrub Typhus,5,0,01-01-2020,07-01-2020,Under Control,4,2020,Week 4 of 2020
TN/2020/4/2676,Tamil Nadu,Madurai,Acute Gastroenteritis,15,0,01-01-2020,07-01-2020,Under Control,4,2020,Week 4 of 2020
TN/2020/4/2677,Tamil Nadu,Villupuram,Acute Gastroenteritis,10,0,01-01-2020,07-01-2020,Under Surveillance,4,2020,Week 4 of 2020
TN/2020/4/2678,Tamil Nadu,Nagapattinam,Fever,77,0,01-01-2020,07-01-2020,Closed,4,2020,Week 4 of 2020
TN/2020/5/2679,Tamil Nadu,Sivaganga,Fever,52,0,01-01-2020,07-01-2020,Under Control,5,2020,Week 5 of 2020
TN/2020/5/2680,Tamil Nadu,Mayiladuthurai,Dengue,12,0,01-01-2020,07-01-2020,Under Control,5,2020,Week 5 of 2020
TN/2020/5/2681,Tamil Nadu,Mayiladuthurai,Scrub Typhus,4,0,01-01-2020,07-01-2020,Closed,5,2020,Week 5 of 2020
TN/2020/5/2682,Tamil Nadu,Mayiladuthurai,Fever,46,0,01-01-2020,07-01-2020,Under Control,5,2020,Week 5 of 2020
TN/2020/5/2683,Tamil Nadu,Cuddalore,Scrub Typhus,3,0,01-01-2020,07-01-2020,Closed,5,2020,Week 5 of 2020
TN/2020/5/2684,Tamil Nadu,Cuddalore,Fever,67,0,01-01-2020,07-01-2020,Under Surveillance,5,2020,Week 5 of 2020
TN/2020/5/2685,Tamil Nadu,Dharmapuri,Dengue,12,0,01-01-2020,07-01-2020,Closed,5,2020,Week 5 of 2020
TN/2020/5/2686,Tamil Nadu,The Nilgiris,Acute Gastroenteritis,9,0,01-01-2020,07-01-2020,Closed,5,2020,Week 5 of 2020
TN/2020/6/2687,Tamil Nadu,Perambalur,Dengue,6,0,01-01-2020,07-01-2020,Under Control,6,2020,Week 6 of 2020
TN/2020/6/2688,Tamil Nadu,Perambalur,Scrub Typhus,1,0,01-01-2020,07-01-2020,Under Control,6,2020,Week 6 of 2020
TN/2020/6/2689,Tamil Nadu,Salem,Dengue,9,0,01-01-2020,07-01-2020,Under Surveillance,6,2020,Week 6 of 2020
TN/2020/6/2690,Tamil Nadu,Salem,Acute Gastroenteritis,11,0,01-01-2020,07-01-2020,Under Surveillance,6,2020,Week 6 of 2020
TN/2020/6/2691,Tamil Nadu,Salem,Fever,41,0,01-01-2020,07-01-2020,Under Surveillance,6,2020,Week 6 of 2020
TN/2020/6/2692,Tamil Nadu,Kallakurichi,Scrub Typhus,3,0,01-01-2020,07-01-2020,Under Surveillance,6,2020,Week 6 of 2020
TN/2020/6/2693,Tamil Nadu,Kallakurichi,Acute Gastroenteritis,3,1,01-01-2020,07-01-2020,Closed,6,2020,Week 6 of 2020
TN/2020/6/2694,Tamil Nadu,Dharmapuri,Dengue,4,0,01-01-2020,07-01-2020,Under Control,6,2020,Week 6 of 2020
TN/2020/6/2695,Tamil Nadu,Dharmapuri,Scrub Typhus,4,0,01-01-2020,07-01-2020,Under Control,6,2020,Week 6 of 2020
TN/2020/6/2696,Tamil Nadu,Dharmapuri,Acute Gastroenteritis,4,0,01-01-2020,07-01-2020,Under Control,6,2020,Week 6 of 2020
TN/2020/6/2697,Tamil Nadu,The Nilgiris,Scrub Typhus,3,0,01-01-2020,07-01-2020,Under Surveillance,6,2020,Week 6 of 2020
TN/2020/6/2698,Tamil Nadu,The Nilgiris,Fever,39,0,01-01-2020,07-01-2020,Closed,6,2020,Week 6 of 2020
TN/2020/7/2699,Tamil Nadu,Erode,Scrub Typhus,3,0,01-01-2020,07-01-2020,Closed,7,2020,Week 7 of 2020
TN/2020/7/2700,Tamil Nadu,Vellore,Scrub Typhus,5,0,01-01-2020,07-01-2020,Closed,7,2020,Week 7 of 2020
TN/2020/7/2701,Tamil Nadu,Vellore,Acute Gastroenteritis,8,0,01-01-2020,07-01-2020,Under Control,7,2020,Week 7 of 2020
TN/2020/7/2702,Tamil Nadu,Cuddalore,Dengue,1,0,01-01-2020,07-01-2020,Closed,7,2020,Week 7 of 2020
TN/2020/7/2703,Tamil Nadu,Cuddalore,Fever,36,0,01-01-2020,07-01-2020,Closed,7,2020,Week 7 of 2020
TN/2020/7/2704,Tamil Nadu,Tenkasi,Dengue,1,0,01-01-2020,07-01-2020,Under Surveillance,7,2020,Week 7 of 2020
TN/2020/7/2705,Tamil Nadu,Tenkasi,Acute Gastroenteritis,5,0,01-01-2020,07-01-2020,Under Control,7,2020,Week 7 of 2020
TN/2020/8/2706,Tamil Nadu,Thiruvallur,Dengue,6,1,01-01-2020,07-01-2020,Under Control,8,2020,Week 8 of 2020
TN/2020/8/2707,Tamil Nadu,Thiruvallur,Fever,40,0,01-01-2020,07-01-2020,Under Control,8,2020,Week 8 of 2020
TN/2020/8/2708,Tamil Nadu,Chengalpattu,Dengue,2,0,01-01-2020,07-01-2020,Under Control,8,2020,Week 8 of 2020
TN/2020/8/2709,Tamil Nadu,Chengalpattu,Scrub Typhus,4,0,01-01-2020,07-01-2020,Under Surveillance,8,2020,Week 8 of 2020
TN/2020/8/2710,Tamil Nadu,Virudhunagar,Acute Gastroenteritis,8,0,01-01-2020,07-01-2020,Under Control,8,2020,Week 8 of 2020
TN/2020/8/2711,Tamil Nadu,Dharmapuri,Dengue,5,0,01-01-2020,07-01-2020,Closed,8,2020,Week 8 of 2020
TN/2020/8/2712,Tamil Nadu,Dharmapuri,Scrub Typhus,4,0,01-01-2020,07-01-2020,Closed,8,2020,Week 8 of 2020
TN/2020/8/2713,Tamil Nadu,Kanchipuram,Acute Gastroenteritis,10,0,01-01-2020,07-01-2020,Under Surveillance,8,2020,Week 8 of 2020
TN/2020/9/2714,Tamil Nadu,Tiruchirappalli,Scrub Typhus,1,0,01-01-2020,07-01-2020,Under Control,9,2020,Week 9 of 2020
TN/2020/9/2715,Tamil Nadu,Tiruchirappalli,Acute Gastroenteritis,5,0,01-01-2020,07-01-2020,Under Control,9,2020,Week 9 of 2020
TN/2020/9/2716,Tamil Nadu,Tirunelveli,Dengue,5,0,01-01-2020,07-01-2020,Closed,9,2020,Week 9 of 2020
TN/2020/9/2717,Tamil Nadu,Tirunelveli,Scrub Typhus,5,0,01-01-2020,07-01-2020,Under Surveillance,9,2020,Week 9 of 2020
TN/2020/9/2718,Tamil Nadu,Tirunelveli,Acute Gastroenteritis,12,0,01-01-2020,07-01-2020,Under Control,9,2020,Week 9 of 2020
TN/2020/9/2719,Tamil Nadu,Dharmapuri,Scrub Typhus,3,0,01-01-2020,07-01-2020,Under Control,9,2020,Week 9 of 2020
TN/2020/9/2720,Tamil Nadu,Dharmapuri,Acute Gastroenteritis,6,0,01-01-2020,07-01-2020,Under Control,9,2020,Week 9 of 2020
TN/2020/9/2721,Tamil Nadu,Thanjavur,Scrub Typhus,3,0,01-01-2020,07-01-2020,Under Control,9,2020,Week 9 of 2020
TN/2020/10/2722,Tamil Nadu,Kanchipuram,Scrub Typhus,1,0,01-01-2020,07-01-2020,Under Control,10,2020,Week 10 of 2020
TN/2020/10/2723,Tamil Nadu,Kanchipuram,Fever,16,0,01-01-2020,07-01-2020,Under Surveillance,10,2020,Week 10 of 2020
TN/2020/10/2724,Tamil Nadu,Ramanathapuram,Dengue,7,0,01-01-2020,07-01-2020,Under Surveillance,10,2020,Week 10 of 2020
TN/2020/10/2725,Tamil Nadu,Ramanathapuram,Fever,21,0,01-01-2020,07-01-2020,Closed,10,2020,Week 10 of 2020
TN/2020/10/2726,Tamil Nadu,Salem,Acute Gastroenteritis,10,0,01-01-2020,07-01-2020,Closed,10,2020,Week 10 of 2020
TN/2020/10/2727,Tamil Nadu,Vellore,Fever,13,1,01-01-2020,07-01-2020,Closed,10,2020,Week 10 of 2020
TN/2020/11/2728,Tamil Nadu,Tiruvarur,Dengue,6,0,01-01-2020,07-01-2020,Under Surveillance,11,2020,Week 11 of 2020
TN/2020/11/2729,Tamil Nadu,Tiruvarur,Acute Gastroenteritis,11,0,01-01-2020,07-01-2020,Under Surveillance,11,2020,Week 11 of 2020
TN/2020/11/2730,Tamil Nadu,Erode,Dengue,4,0,01-01-2020,07-01-2020,Closed,11,2020,Week 11 of 2020
TN/2020/11/2731,Tamil Nadu,Erode,Scrub Typhus,4,0,01-01-2020,07-01-2020,Under Surveillance,11,2020,Week 11 of 2020
TN/2020/11/2732,Tamil Nadu,Namakkal,Acute Gastroenteritis,8,0,01-01-2020,07-01-2020,Under Surveillance,11,2020,Week 11 of 2020
TN/2020/11/2733,Tamil Nadu,Namakkal,Fever,19,0,01-01-2020,07-01-2020,Under Control,11,2020,Week 11 of 2020
TN/2020/11/2734,Tamil Nadu,Tuticorin,Acute Gastroenteritis,9,0,01-01-2020,07-01-2020,Closed,11,2020,Week 11 of 2020
TN/2020/11/2735,Tamil Nadu,Tenkasi,Dengue,5,0,01-01-2020,07-01-2020,Closed,11,2020,Week 11 of 2020
TN/2020/11/2736,Tamil Nadu,Tenkasi,Fever,15,0,01-01-2020,07-01-2020,Under Surveillance,11,2020,Week 11 of 2020
TN/2020/12/2737,Tamil Nadu,Kallakurichi,Fever,25,0,01-01-2020,07-01-2020,Under Surveillance,12,2020,Week 12 of 2020
TN/2020/12/2738,Tamil Nadu,Tuticorin,Dengue,3,0,01-01-2020,07-01-2020,Under Control,12,2020,Week 12 of 2020
TN/2020/12/2739,Tamil Nadu,Tuticorin,Acute Gastroenteritis,4,0,01-01-2020,07-01-2020,Under Surveillance,12,2020,Week 12 of 2020
TN/2020/12/2740,Tamil Nadu,Tuticorin,Fever,23,0,01-01-2020,07-01-2020,Under Surveillance,12,2020,Week 12 of 2020
TN/2020/13/2741,Tamil Nadu,Dharmapuri,Dengue,2,0,01-01-2020,07-01-2020,Under Surveillance,13,2020,Week 13 of 2020
TN/2020/13/2742,Tamil Nadu,Dharmapuri,Scrub Typhus,3,0,01-01-2020,07-01-2020,Closed,13,2020,Week 13 of 2020
TN/2020/13/2743,Tamil Nadu,Tiruchirappalli,Scrub Typhus,1,0,01-01-2020,07-01-2020,Under Surveillance,13,2020,Week 13 of 2020
TN/2020/13/2744,Tamil Nadu,Tiruchirappalli,Acute Gastroenteritis,5,0,01-01-2020,07-01-2020,Under Surveillance,13,2020,Week 13 of 2020
TN/2020/13/2745,Tamil Nadu,Tiruchirappalli,Fever,21,0,01-01-2020,07-01-2020,Under Control,13,2020,Week 13 of 2020
TN/2020/13/2746,Tamil Nadu,Ramanathapuram,Dengue,3,0,01-01-2020,07-01-2020,Closed,13,2020,Week 13 of 2020
TN/2020/13/2747,Tamil Nadu,Ramanathapuram,Acute Gastroenteritis,8,0,01-01-2020,07-01-2020,Closed,13,2020,Week 13 of 2020
TN/2020/13/2748,Tamil Nadu,Ramanathapuram,Fever,19,0,01-01-2020,07-01-2020,Under Control,13,2020,Week 13 of 2020
TN/2020/13/2749,Tamil Nadu,Salem,Acute Gastroenteritis,10,0,01-01-2020,07-01-2020,Under Control,13,2020,Week 13 of 2020
TN/2020/14/2750,Tamil Nadu,Tirupathur,Scrub Typhus,6,0,01-01-2020,07-01-2020,Under Control,14,2020,Week 14 of 2020
TN/2020/14/2751,Tamil Nadu,Tirupathur,Acute Gastroenteritis,12,0,01-01-2020,07-01-2020,Closed,14,2020,Week 14 of 2020
TN/2020/15/2752,Tamil Nadu,Tenkasi,Dengue,4,0,01-01-2020,07-01-2020,Under Control,15,2020,Week 15 of 2020
TN/2020/15/2753,Tamil Nadu,Tenkasi,Fever,16,0,01-01-2020,07-01-2020,Under Surveillance,15,2020,Week 15 of 2020
TN/2020/15/2754,Tamil Nadu,Kanniyakumari,Acute Gastroenteritis,11,0,01-01-2020,07-01-2020,Closed,15,2020,Week 15 of 2020
TN/2020/15/2755,Tamil Nadu,Pudukkottai,Dengue,10,0,01-01-2020,07-01-2020,Under Control,15,2020,Week 15 of 2020
TN/2020/15/2756,Tamil Nadu,Pudukkottai,Acute Gastroenteritis,15,0,01-01-2020,07-01-2020,Under Control,15,2020,Week 15 of 2020
TN/2020/15/2757,Tamil Nadu,Madurai,Acute Gastroenteritis,10,0,01-01-2020,07-01-2020,Under Surveillance,15,2020,Week 15 of 2020
TN/2020/15/2758,Tamil Nadu,Ramanathapuram,Acute Gastroenteritis,11,0,01-01-2020,07-01-2020,Closed,15,2020,Week 15 of 2020
TN/2020/16/2759,Tamil Nadu,Coimbatore,Dengue,2,0,01-01-2020,07-01-2020,Closed,16,2020,Week 16 of 2020
TN/2020/16/2760,Tamil Nadu,Krishnagiri,Acute Gastroenteritis,7,0,01-01-2020,07-01-2020,Under Control,16,2020,Week 16 of 2020
TN/2020/16/2761,Tamil Nadu,Tirupathur,Acute Gastroenteritis,15,0,01-01-2020,07-01-2020,Under Control,16,2020,Week 16 of 2020
TN/2020/16/2762,Tamil Nadu,Ranipet,Scrub Typhus,3,0,01-01-2020,07-01-2020,Under Control,16,2020,Week 16 of 2020
TN/2020/16/2763,Tamil Nadu,Ranipet,Acute Gastroenteritis,7,0,01-01-2020,07-01-2020,Under Control,16,2020,Week 16 of 2020
TN/2020/16/2764,Tamil Nadu,Ranipet,Fever,23,0,01-01-2020,07-01-2020,Closed,16,2020,Week 16 of 2020
TN/2020/16/2765,Tamil Nadu,Tuticorin,Dengue,5,0,01-01-2020,07-01-2020,Closed,16,2020,Week 16 of 2020
TN/2020/16/2766,Tamil Nadu,Tuticorin,Acute Gastroenteritis,8,0,01-01-2020,07-01-2020,Under Control,16,2020,Week 16 of 2020
TN/2020/16/2767,Tamil Nadu,Tuticorin,Fever,19,0,01-01-2020,07-01-2020,Under Control,16,2020,Week 16 of 2020
TN/2020/17/2768,Tamil Nadu,Madurai,Dengue,4,0,01-01-2020,07-01-2020,Under Control,17,2020,Week 17 of 2020
TN/2020/17/2769,Tamil Nadu,Madurai,Fever,12,0,01-01-2020,07-01-2020,Closed,17,2020,Week 17 of 2020
TN/2020/17/2770,Tamil Nadu,Mayiladuthurai,Dengue,3,0,01-01-2020,07-01-2020,Closed,17,2020,Week 17 of 2020
TN/2020/17/2771,Tamil Nadu,Mayiladuthurai,Scrub Typhus,6,0,01-01-2020,07-01-2020,Under Control,17,2020,Week 17 of 2020
TN/2020/17/2772,Tamil Nadu,Erode,Dengue,5,0,01-01-2020,07-01-2020,Under Control,17,2020,Week 17 of 2020
TN/2020/17/2773,Tamil Nadu,Erode,Scrub Typhus,2,0,01-01-2020,07-01-2020,Closed,17,2020,Week 17 of 2020
TN/2020/17/2774,Tamil Nadu,Erode,Acute Gastroenteritis,11,0,01-01-2020,07-01-2020,Under Surveillance,17,2020,Week 17 of 2020
TN/2020/17/2775,Tamil Nadu,Erode,Fever,10,0,01-01-2020,07-01-2020,Under Surveillance,17,2020,Week 17 of 2020
TN/2020/17/2776,Tamil Nadu,Virudhunagar,Dengue,3,0,01-01-2020,07-01-2020,Under Control,17,2020,Week 17 of 2020
TN/2020/17/2777,Tamil Nadu,Virudhunagar,Scrub Typhus,4,0,01-01-2020,07-01-2020,Closed,17,2020,Week 17 of 2020
TN/2020/17/2778,Tamil Nadu,Virudhunagar,Acute Gastroenteritis,6,0,01-01-2020,07-01-2020,Closed,17,2020,Week 17 of 2020
TN/2020/17/2779,Tamil Nadu,Krishnagiri,Scrub Typhus,1,0,01-01-2020,07-01-2020,Closed,17,2020,Week 17 of 2020
TN/2020/17/2780,Tamil Nadu,Krishnagiri,Acute Gastroenteritis,3,0,01-01-2020,07-01-2020,Under Surveillance,17,2020,Week 17 of 2020
TN/2020/17/2781,Tamil Nadu,Krishnagiri,Fever,17,0,01-01-2020,07-01-2020,Closed,17,2020,Week 17 of 2020
TN/2020/18/2782,Tamil Nadu,Salem,Acute Gastroenteritis,14,0,01-01-2020,07-01-2020,Closed,18,2020,Week 18 of 2020
TN/2020/18/2783,Tamil Nadu,Salem,Fever,12,0,01-01-2020,07-01-2020,Under Surveillance,18,2020,Week 18 of 2020
TN/2020/18/2784,Tamil Nadu,Tirupathur,Dengue,2,0,01-01-2020,07-01-2020,Closed,18,2020,Week 18 of 2020
TN/2020/18/2785,Tamil Nadu,Tirupathur,Acute Gastroenteritis,14,0,01-01-2020,07-01-2020,Under Surveillance,18,2020,Week 18 of 2020
TN/2020/18/2786,Tamil Nadu,Tirupathur,Fever,15,0,01-01-2020,07-01-2020,Closed,18,2020,Week 18 of 2020
TN/2020/18/2787,Tamil Nadu,Dindigul,Acute Gastroenteritis,11,0,01-01-2020,07-01-2020,Under Surveillance,18,2020,Week 18 of 2020
TN/2020/18/2788,Tamil Nadu,Dindigul,Fever,12,0,01-01-2020,07-01-2020,Under Control,18,2020,Week 18 of 2020
TN/2020/18/2789,Tamil Nadu,Chengalpattu,Dengue,2,0,01-01-2020,07-01-2020,Under Surveillance,18,2020,Week 18 of 2020
TN/2020/18/2790,Tamil Nadu,Chengalpattu,Scrub Typhus,4,0,01-01-2020,07-01-2020,Closed,18,2020,Week 18 of 2020
