date,year,month,fortnight,district,state,aedes_larval_index,house_index,container_index,risk_level
2015-11-19,2015,11,2,Sivaganga,Tamil Nadu,40.7,29.04,17.23,High
2015-12-03,2015,12,1,Sivaganga,Tamil Nadu,31.35,21.52,12.63,High
2015-12-17,2015,12,2,Sivaganga,Tamil Nadu,34.05,24.72,14.86,High
2015-12-31,2015,12,2,Sivaganga,Tamil Nadu,26.79,23.28,15.42,High
2016-01-14,2016,1,1,Sivaganga,Tamil Nadu,4.43,3.12,2.67,Low
2016-01-28,2016,1,2,Sivaganga,Tamil Nadu,2.65,2.08,1.16,Low
2016-02-11,2016,2,1,Sivaganga,Tamil Nadu,2.42,2.13,1.37,Low
2016-02-25,2016,2,2,Sivaganga,Tamil Nadu,3.51,2.46,1.75,Low
2016-03-10,2016,3,1,Sivaganga,Tamil Nadu,2.88,2.34,1.64,Low
2016-03-24,2016,3,2,Sivaganga,Tamil Nadu,3.59,2.18,2.2,Low
2016-04-07,2016,4,1,Sivaganga,Tamil Nadu,3.73,2.44,2.06,Low
2016-04-21,2016,4,2,Sivaganga,Tamil Nadu,4.04,2.59,1.86,Low
2016-05-05,2016,5,1,Sivaganga,Tamil Nadu,4.19,3.03,2.08,Low
2016-05-19,2016,5,2,Sivaganga,Tamil Nadu,3.47,2.09,2.4,Low
2016-06-02,2016,6,1,Sivaganga,Tamil Nadu,16.49,12.29,11.52,High
2016-06-16,2016,6,2,Sivaganga,Tamil Nadu,11.91,7.39,5.18,Medium
2016-06-30,2016,6,2,Sivaganga,Tamil Nadu,11.68,9.22,7.63,Medium
2016-07-14,2016,7,1,Sivaganga,Tamil Nadu,9.35,6.87,3.88,Medium
2016-07-28,2016,7,2,Sivaganga,Tamil Nadu,7.18,4.45,3.28,Low
2016-08-11,2016,8,1,Sivaganga,Tamil Nadu,17.4,11.06,7.83,High
2016-08-25,2016,8,2,Sivaganga,Tamil Nadu,13.4,9.41,7.24,Medium
2016-09-08,2016,9,1,Sivaganga,Tamil Nadu,14.29,11.34,9.73,Medium
2016-09-22,2016,9,2,Sivaganga,Tamil Nadu,21.65,13.63,14.2,High
2016-10-06,2016,10,1,Sivaganga,Tamil Nadu,19.86,16.48,9.23,High
2016-10-20,2016,10,2,Sivaganga,Tamil Nadu,25.01,21.94,14.77,High
2016-11-03,2016,11,1,Sivaganga,Tamil Nadu,16.57,14.39,10.57,High
2016-11-17,2016,11,2,Sivaganga,Tamil Nadu,32.9,20.1,21.05,High
2016-12-01,2016,12,1,Sivaganga,Tamil Nadu,19.28,12.85,11.05,High
2016-12-15,2016,12,1,Sivaganga,Tamil Nadu,18.81,15.02,10.96,High
2016-12-29,2016,12,2,Sivaganga,Tamil Nadu,21.85,17.41,14.8,High
2017-01-12,2017,1,1,Sivaganga,Tamil Nadu,2.98,2.32,1.5,Low
2017-01-26,2017,1,2,Sivaganga,Tamil Nadu,2.99,2.05,1.51,Low
2017-02-09,2017,2,1,Sivaganga,Tamil Nadu,3.25,2.91,1.91,Low
2017-02-23,2017,2,2,Sivaganga,Tamil Nadu,3.71,2.65,2.08,Low
2017-03-09,2017,3,1,Sivaganga,Tamil Nadu,3.03,2.15,1.63,Low
2017-03-23,2017,3,2,Sivaganga,Tamil Nadu,3.36,2.2,1.91,Low
2017-04-06,2017,4,1,Sivaganga,Tamil Nadu,5.84,3.77,2.39,Low
2017-04-20,2017,4,2,Sivaganga,Tamil Nadu,3.62,3.24,2.35,Low
2017-05-04,2017,5,1,Sivaganga,Tamil Nadu,4.15,3.65,2.21,Low
2017-05-18,2017,5,2,Sivaganga,Tamil Nadu,4.97,3.42,2.35,Low
2017-06-01,2017,6,1,Sivaganga,Tamil Nadu,9.63,6.87,5.66,Medium
2017-06-15,2017,6,1,Sivaganga,Tamil Nadu,9.62,7.56,4.64,Medium
2017-06-29,2017,6,2,Sivaganga,Tamil Nadu,10.09,8.82,6.71,Medium
2017-07-13,2017,7,1,Sivaganga,Tamil Nadu,13.68,11.15,8.27,Medium
2017-07-27,2017,7,2,Sivaganga,Tamil Nadu,11.32,7.22,5.17,Medium
2017-08-10,2017,8,1,Sivaganga,Tamil Nadu,11.97,10.38,5.41,Medium
2017-08-24,2017,8,2,Sivaganga,Tamil Nadu,23.53,17.81,14.46,High
2017-09-07,2017,9,1,Sivaganga,Tamil Nadu,17.54,11.94,12.06,High
2017-09-21,2017,9,2,Sivaganga,Tamil Nadu,16.49,11.36,7.57,High
2017-10-05,2017,10,1,Sivaganga,Tamil Nadu,20.39,13.66,12.09,High
2017-10-19,2017,10,2,Sivaganga,Tamil Nadu,24.89,19.07,10.87,High
2017-11-02,2017,11,1,Sivaganga,Tamil Nadu,30.85,25.77,12.54,High
2017-11-16,2017,11,2,Sivaganga,Tamil Nadu,24.12,14.97,15.38,High
2017-11-30,2017,11,2,Sivaganga,Tamil Nadu,24.04,20.93,11.32,High
2017-12-14,2017,12,1,Sivaganga,Tamil Nadu,28.05,18.38,14.34,High
2017-12-28,2017,12,2,Sivaganga,Tamil Nadu,29.84,18.38,18.34,High
2018-01-11,2018,1,1,Sivaganga,Tamil Nadu,3.21,2.72,1.55,Low
2018-01-25,2018,1,2,Sivaganga,Tamil Nadu,3.55,3.19,2.4,Low
2018-02-08,2018,2,1,Sivaganga,Tamil Nadu,3.34,2.82,1.91,Low
2018-02-22,2018,2,2,Sivaganga,Tamil Nadu,2.63,2.11,1.61,Low
2018-03-08,2018,3,1,Sivaganga,Tamil Nadu,3.61,2.75,1.74,Low
2018-03-22,2018,3,2,Sivaganga,Tamil Nadu,3.22,2.88,1.46,Low
2018-04-05,2018,4,1,Sivaganga,Tamil Nadu,4.29,3.27,1.94,Low
2018-04-19,2018,4,2,Sivaganga,Tamil Nadu,3.24,2.27,2.14,Low
2018-05-03,2018,5,1,Sivaganga,Tamil Nadu,4.26,3.1,2.68,Low
2018-05-17,2018,5,2,Sivaganga,Tamil Nadu,5.33,4.77,2.81,Low
2018-05-31,2018,5,2,Sivaganga,Tamil Nadu,7.6,4.64,4.74,Low
2018-06-14,2018,6,1,Sivaganga,Tamil Nadu,15.18,10.24,8.38,High
2018-06-28,2018,6,2,Sivaganga,Tamil Nadu,8.18,7.05,4.15,Medium
2018-07-12,2018,7,1,Sivaganga,Tamil Nadu,9.18,5.95,4.24,Medium
2018-07-26,2018,7,2,Sivaganga,Tamil Nadu,13.54,11.18,9.32,Medium
2018-08-09,2018,8,1,Sivaganga,Tamil Nadu,12.05,7.82,6.64,Medium
2018-08-23,2018,8,2,Sivaganga,Tamil Nadu,14.57,9.51,9.03,Medium
2018-09-06,2018,9,1,Sivaganga,Tamil Nadu,12.7,8.33,6.34,Medium
2018-09-20,2018,9,2,Sivaganga,Tamil Nadu,18.87,15.43,10.28,High
2018-10-04,2018,10,1,Sivaganga,Tamil Nadu,22.19,14.24,14.97,High
2018-10-18,2018,10,2,Sivaganga,Tamil Nadu,37.13,29.89,15.05,High
2018-11-01,2018,11,1,Sivaganga,Tamil Nadu,40.74,32.13,28.45,High
2018-11-15,2018,11,1,Sivaganga,Tamil Nadu,26.88,23.04,11.27,High
2018-11-29,2018,11,2,Sivaganga,Tamil Nadu,27.63,21.66,17.69,High
2018-12-13,2018,12,1,Sivaganga,Tamil Nadu,32.73,22.78,17.64,High
2018-12-27,2018,12,2,Sivaganga,Tamil Nadu,19.44,13.75,12.78,High
2019-01-10,2019,1,1,Sivaganga,Tamil Nadu,2.64,1.7,1.16,Low
2019-01-24,2019,1,2,Sivaganga,Tamil Nadu,2.89,2.6,1.31,Low
2019-02-07,2019,2,1,Sivaganga,Tamil Nadu,2.57,2.25,1.71,Low
2019-02-21,2019,2,2,Sivaganga,Tamil Nadu,2.44,2.01,1.46,Low
2019-03-07,2019,3,1,Sivaganga,Tamil Nadu,3.39,2.54,2.36,Low
2019-03-21,2019,3,2,Sivaganga,Tamil Nadu,2.45,1.64,1.27,Low
2019-04-04,2019,4,1,Sivaganga,Tamil Nadu,3.92,3.44,2.23,Low
2019-04-18,2019,4,2,Sivaganga,Tamil Nadu,3.27,2.36,1.72,Low
2019-05-02,2019,5,1,Sivaganga,Tamil Nadu,4.86,3.79,2.87,Low
2019-05-16,2019,5,2,Sivaganga,Tamil Nadu,4.69,3.9,2.77,Low
2019-05-30,2019,5,2,Sivaganga,Tamil Nadu,3.64,3.14,2.26,Low
2019-06-13,2019,6,1,Sivaganga,Tamil Nadu,9.47,8.51,6.07,Medium
2019-06-27,2019,6,2,Sivaganga,Tamil Nadu,9.49,8.4,4.23,Medium
2019-07-11,2019,7,1,Sivaganga,Tamil Nadu,8.56,6.63,4.27,Medium
2019-07-25,2019,7,2,Sivaganga,Tamil Nadu,10.18,8.44,6.27,Medium
2019-08-08,2019,8,1,Sivaganga,Tamil Nadu,18.24,12.36,11.32,High
2019-08-22,2019,8,2,Sivaganga,Tamil Nadu,14.44,10.02,6.47,Medium
2019-09-05,2019,9,1,Sivaganga,Tamil Nadu,23.79,18.52,15.4,High
2019-09-19,2019,9,2,Sivaganga,Tamil Nadu,16.4,10.92,8.22,High
2019-10-03,2019,10,1,Sivaganga,Tamil Nadu,27.43,24.46,11.02,High
2019-10-17,2019,10,2,Sivaganga,Tamil Nadu,42.91,38.37,29.99,High
2019-10-31,2019,10,2,Sivaganga,Tamil Nadu,37.93,33.73,19.67,High
2019-11-14,2019,11,1,Sivaganga,Tamil Nadu,43.77,29.21,29.92,High
2019-11-28,2019,11,2,Sivaganga,Tamil Nadu,26.47,20.22,11.19,High
2019-12-12,2019,12,1,Sivaganga,Tamil Nadu,26.87,16.83,17.68,High
2019-12-26,2019,12,2,Sivaganga,Tamil Nadu,51.59,44.92,31.29,High
2020-01-09,2020,1,1,Sivaganga,Tamil Nadu,4.62,3.48,2.73,Low
2020-01-23,2020,1,2,Sivaganga,Tamil Nadu,3.17,2.36,2.07,Low
2020-02-06,2020,2,1,Sivaganga,Tamil Nadu,3.22,2.71,2.05,Low
2020-02-20,2020,2,2,Sivaganga,Tamil Nadu,2.63,2.09,1.21,Low
2020-03-05,2020,3,1,Sivaganga,Tamil Nadu,3.1,2.49,2.17,Low
2020-03-19,2020,3,2,Sivaganga,Tamil Nadu,2.45,1.54,1.04,Low
2020-04-02,2020,4,1,Sivaganga,Tamil Nadu,3.88,3.28,2.53,Low
2020-04-16,2020,4,2,Sivaganga,Tamil Nadu,4.38,3.81,2.18,Low
2020-04-30,2020,4,2,Sivaganga,Tamil Nadu,3.93,2.43,2.58,Low
2020-05-14,2020,5,1,Sivaganga,Tamil Nadu,5.62,4.55,2.82,Low
2020-05-28,2020,5,2,Sivaganga,Tamil Nadu,4.41,3.91,1.85,Low
2020-06-11,2020,6,1,Sivaganga,Tamil Nadu,10.89,7.55,4.48,Medium
2020-06-25,2020,6,2,Sivaganga,Tamil Nadu,11.07,7.74,6.83,Medium
2020-07-09,2020,7,1,Sivaganga,Tamil Nadu,13.73,10.44,8.69,Medium
2020-07-23,2020,7,2,Sivaganga,Tamil Nadu,13.84,9.49,8.58,Medium
2020-08-06,2020,8,1,Sivaganga,Tamil Nadu,18.52,11.18,12.42,High
2020-08-20,2020,8,2,Sivaganga,Tamil Nadu,14.74,12.69,9.8,Medium
2020-09-03,2020,9,1,Sivaganga,Tamil Nadu,14.28,10.74,7.49,Medium
2020-09-17,2020,9,2,Sivaganga,Tamil Nadu,21.31,18.51,13.56,High
2020-10-01,2020,10,1,Sivaganga,Tamil Nadu,23.29,18.24,16.27,High
2020-10-15,2020,10,1,Sivaganga,Tamil Nadu,29.63,24.76,18.69,High
2020-10-29,2020,10,2,Sivaganga,Tamil Nadu,25.7,18.29,15.86,High
2020-11-12,2020,11,1,Sivaganga,Tamil Nadu,29.54,22.78,18.13,High
2020-11-26,2020,11,2,Sivaganga,Tamil Nadu,33.34,22.72,14.8,High
2020-12-10,2020,12,1,Sivaganga,Tamil Nadu,38.65,29.07,19.43,High
2020-12-24,2020,12,2,Sivaganga,Tamil Nadu,48.09,29.63,26.59,High
2021-01-07,2021,1,1,Sivaganga,Tamil Nadu,5.16,3.92,2.72,Low
2021-01-21,2021,1,2,Sivaganga,Tamil Nadu,3.93,3.42,1.79,Low
2021-02-04,2021,2,1,Sivaganga,Tamil Nadu,8.63,7.57,4.85,Medium
2021-02-18,2021,2,2,Sivaganga,Tamil Nadu,3.47,2.21,1.9,Low
2021-03-04,2021,3,1,Sivaganga,Tamil Nadu,2.95,1.78,1.57,Low
2021-03-18,2021,3,2,Sivaganga,Tamil Nadu,2.86,2.29,1.95,Low
2021-04-01,2021,4,1,Sivaganga,Tamil Nadu,3.52,2.46,1.88,Low
2021-04-15,2021,4,1,Sivaganga,Tamil Nadu,3.98,3.31,2.12,Low
2021-04-29,2021,4,2,Sivaganga,Tamil Nadu,3.7,3.01,2.46,Low
2021-05-13,2021,5,1,Sivaganga,Tamil Nadu,4.35,3.37,1.95,Low
2021-05-27,2021,5,2,Sivaganga,Tamil Nadu,4.46,2.99,2.36,Low
2021-06-10,2021,6,1,Sivaganga,Tamil Nadu,11.82,8.94,5.41,Medium
2021-06-24,2021,6,2,Sivaganga,Tamil Nadu,10.0,7.15,5.87,Medium
2021-07-08,2021,7,1,Sivaganga,Tamil Nadu,8.07,5.79,4.6,Medium
2021-07-22,2021,7,2,Sivaganga,Tamil Nadu,10.03,6.26,4.09,Medium
2021-08-05,2021,8,1,Sivaganga,Tamil Nadu,12.72,7.98,6.37,Medium
2021-08-19,2021,8,2,Sivaganga,Tamil Nadu,14.39,11.73,8.39,Medium
2021-09-02,2021,9,1,Sivaganga,Tamil Nadu,17.8,12.19,11.85,High
2021-09-16,2021,9,2,Sivaganga,Tamil Nadu,16.87,12.15,8.8,High
2021-09-30,2021,9,2,Sivaganga,Tamil Nadu,15.15,13.52,6.69,High
2021-10-14,2021,10,1,Sivaganga,Tamil Nadu,31.13,21.66,13.15,High
2021-10-28,2021,10,2,Sivaganga,Tamil Nadu,36.51,22.4,17.81,High
2021-11-11,2021,11,1,Sivaganga,Tamil Nadu,38.88,27.29,16.99,High
2021-11-25,2021,11,2,Sivaganga,Tamil Nadu,57.15,51.38,26.84,High
2021-12-09,2021,12,1,Sivaganga,Tamil Nadu,30.56,27.25,13.86,High
2021-12-23,2021,12,2,Sivaganga,Tamil Nadu,40.27,27.06,27.37,High
2022-01-06,2022,1,1,Sivaganga,Tamil Nadu,4.31,3.64,2.13,Low
2022-01-20,2022,1,2,Sivaganga,Tamil Nadu,3.49,2.35,2.33,Low
2022-02-03,2022,2,1,Sivaganga,Tamil Nadu,3.55,2.58,2.12,Low
2022-02-17,2022,2,2,Sivaganga,Tamil Nadu,2.64,1.93,1.56,Low
2022-03-03,2022,3,1,Sivaganga,Tamil Nadu,3.06,2.16,1.22,Low
2022-03-17,2022,3,2,Sivaganga,Tamil Nadu,3.55,3.08,2.45,Low
2022-03-31,2022,3,2,Sivaganga,Tamil Nadu,3.27,2.5,1.57,Low
2022-04-14,2022,4,1,Sivaganga,Tamil Nadu,4.95,3.85,2.99,Low
2022-04-28,2022,4,2,Sivaganga,Tamil Nadu,6.56,5.6,2.64,Low
2022-05-12,2022,5,1,Sivaganga,Tamil Nadu,4.68,3.74,3.13,Low
2022-05-26,2022,5,2,Sivaganga,Tamil Nadu,4.59,3.32,2.33,Low
2022-06-09,2022,6,1,Sivaganga,Tamil Nadu,9.63,7.92,5.61,Medium
2022-06-23,2022,6,2,Sivaganga,Tamil Nadu,9.16,8.04,5.18,Medium
2022-07-07,2022,7,1,Sivaganga,Tamil Nadu,13.78,9.15,6.93,Medium
2022-07-21,2022,7,2,Sivaganga,Tamil Nadu,9.62,5.92,5.33,Medium
2022-08-04,2022,8,1,Sivaganga,Tamil Nadu,13.09,10.8,6.34,Medium
2022-08-18,2022,8,2,Sivaganga,Tamil Nadu,25.14,22.07,14.37,High
2022-09-01,2022,9,1,Sivaganga,Tamil Nadu,10.51,6.91,7.35,Medium
2022-09-15,2022,9,1,Sivaganga,Tamil Nadu,24.1,18.87,12.68,High
2022-09-29,2022,9,2,Sivaganga,Tamil Nadu,19.83,16.39,11.48,High
2022-10-13,2022,10,1,Sivaganga,Tamil Nadu,16.09,13.9,8.58,High
2022-10-27,2022,10,2,Sivaganga,Tamil Nadu,35.45,26.54,21.56,High
2022-11-10,2022,11,1,Sivaganga,Tamil Nadu,30.25,24.91,15.17,High
2022-11-24,2022,11,2,Sivaganga,Tamil Nadu,30.63,19.47,13.6,High
2022-12-08,2022,12,1,Sivaganga,Tamil Nadu,20.98,14.65,14.01,High
2022-12-22,2022,12,2,Sivaganga,Tamil Nadu,22.19,18.14,9.43,High
2023-01-05,2023,1,1,Sivaganga,Tamil Nadu,3.96,2.95,2.75,Low
2023-01-19,2023,1,2,Sivaganga,Tamil Nadu,3.87,2.85,2.45,Low
2023-02-02,2023,2,1,Sivaganga,Tamil Nadu,2.64,2.03,1.12,Low
2023-02-16,2023,2,2,Sivaganga,Tamil Nadu,2.86,1.91,1.76,Low
2023-03-02,2023,3,1,Sivaganga,Tamil Nadu,3.91,3.23,2.17,Low
2023-03-16,2023,3,2,Sivaganga,Tamil Nadu,2.58,2.12,1.68,Low
2023-03-30,2023,3,2,Sivaganga,Tamil Nadu,3.48,2.69,2.18,Low
2023-04-13,2023,4,1,Sivaganga,Tamil Nadu,5.38,3.48,2.42,Low
2023-04-27,2023,4,2,Sivaganga,Tamil Nadu,3.5,2.44,1.9,Low
2023-05-11,2023,5,1,Sivaganga,Tamil Nadu,5.29,3.86,3.27,Low
2023-05-25,2023,5,2,Sivaganga,Tamil Nadu,8.82,5.83,3.68,Medium
2023-06-08,2023,6,1,Sivaganga,Tamil Nadu,8.6,6.97,6.02,Medium
2023-06-22,2023,6,2,Sivaganga,Tamil Nadu,9.26,8.05,4.77,Medium
2023-07-06,2023,7,1,Sivaganga,Tamil Nadu,9.71,7.57,4.04,Medium
2023-07-20,2023,7,2,Sivaganga,Tamil Nadu,7.6,4.61,3.89,Low
2023-08-03,2023,8,1,Sivaganga,Tamil Nadu,20.73,13.51,12.06,High
2023-08-17,2023,8,2,Sivaganga,Tamil Nadu,11.08,9.3,7.09,Medium
2023-08-31,2023,8,2,Sivaganga,Tamil Nadu,19.81,15.01,9.62,High
2023-09-14,2023,9,1,Sivaganga,Tamil Nadu,15.7,10.3,7.64,High
2023-09-28,2023,9,2,Sivaganga,Tamil Nadu,14.48,11.62,8.77,Medium
2023-10-12,2023,10,1,Sivaganga,Tamil Nadu,33.62,24.36,14.46,High
2023-10-26,2023,10,2,Sivaganga,Tamil Nadu,31.27,23.53,16.33,High
2023-11-09,2023,11,1,Sivaganga,Tamil Nadu,33.94,22.33,14.93,High
2023-11-23,2023,11,2,Sivaganga,Tamil Nadu,51.96,34.72,24.59,High
2023-12-07,2023,12,1,Sivaganga,Tamil Nadu,45.58,34.61,24.84,High
2023-12-21,2023,12,2,Sivaganga,Tamil Nadu,34.49,30.54,14.96,High
2024-01-04,2024,1,1,Sivaganga,Tamil Nadu,6.79,5.26,3.01,Low
2024-01-18,2024,1,2,Sivaganga,Tamil Nadu,2.95,2.2,1.79,Low
2024-02-01,2024,2,1,Sivaganga,Tamil Nadu,3.26,2.48,1.97,Low
2024-02-15,2024,2,1,Sivaganga,Tamil Nadu,3.04,2.61,2.01,Low
2024-02-29,2024,2,2,Sivaganga,Tamil Nadu,2.97,2.65,1.26,Low
2024-03-14,2024,3,1,Sivaganga,Tamil Nadu,2.41,1.72,1.4,Low
2024-03-28,2024,3,2,Sivaganga,Tamil Nadu,3.16,2.35,1.38,Low
2024-04-11,2024,4,1,Sivaganga,Tamil Nadu,3.56,3.05,2.35,Low
2024-04-25,2024,4,2,Sivaganga,Tamil Nadu,4.33,3.46,2.51,Low
2024-05-09,2024,5,1,Sivaganga,Tamil Nadu,3.7,2.7,2.25,Low
2024-05-23,2024,5,2,Sivaganga,Tamil Nadu,4.06,2.46,2.79,Low
2024-06-06,2024,6,1,Sivaganga,Tamil Nadu,17.82,12.08,10.42,High
2024-06-20,2024,6,2,Sivaganga,Tamil Nadu,12.85,8.08,7.08,Medium
2024-07-04,2024,7,1,Sivaganga,Tamil Nadu,12.5,9.04,8.13,Medium
2024-07-18,2024,7,2,Sivaganga,Tamil Nadu,9.51,5.89,3.99,Medium
2024-08-01,2024,8,1,Sivaganga,Tamil Nadu,14.04,10.15,8.64,Medium
2024-08-15,2024,8,1,Sivaganga,Tamil Nadu,10.58,8.4,6.41,Medium
2024-08-29,2024,8,2,Sivaganga,Tamil Nadu,22.77,17.76,13.79,High
2024-09-12,2024,9,1,Sivaganga,Tamil Nadu,17.22,12.07,10.09,High
2024-09-26,2024,9,2,Sivaganga,Tamil Nadu,14.97,10.9,7.75,Medium
2024-10-10,2024,10,1,Sivaganga,Tamil Nadu,18.23,11.35,10.32,High
2024-10-24,2024,10,2,Sivaganga,Tamil Nadu,29.71,18.91,16.04,High
2024-11-07,2024,11,1,Sivaganga,Tamil Nadu,37.1,26.73,16.02,High
2024-11-21,2024,11,2,Sivaganga,Tamil Nadu,28.07,23.78,18.94,High
2024-12-05,2024,12,1,Sivaganga,Tamil Nadu,30.11,22.94,14.55,High
2024-12-19,2024,12,2,Sivaganga,Tamil Nadu,30.78,22.5,14.8,High
2025-01-02,2025,1,1,Sivaganga,Tamil Nadu,7.92,5.05,3.29,Low
2025-01-16,2025,1,2,Sivaganga,Tamil Nadu,3.98,3.18,2.19,Low
2025-01-30,2025,1,2,Sivaganga,Tamil Nadu,3.19,2.39,1.69,Low
2025-02-13,2025,2,1,Sivaganga,Tamil Nadu,3.13,2.35,1.75,Low
2025-02-27,2025,2,2,Sivaganga,Tamil Nadu,3.23,2.63,1.66,Low
2025-03-13,2025,3,1,Sivaganga,Tamil Nadu,3.03,2.16,1.7,Low
2025-03-27,2025,3,2,Sivaganga,Tamil Nadu,4.68,4.06,2.85,Low
2025-04-10,2025,4,1,Sivaganga,Tamil Nadu,5.42,4.41,3.75,Low
2025-04-24,2025,4,2,Sivaganga,Tamil Nadu,5.7,5.07,2.55,Low
2025-05-08,2025,5,1,Sivaganga,Tamil Nadu,3.93,3.04,2.73,Low
2025-05-22,2025,5,2,Sivaganga,Tamil Nadu,5.09,3.38,2.83,Low
2025-06-05,2025,6,1,Sivaganga,Tamil Nadu,12.37,8.59,7.6,Medium
2025-06-19,2025,6,2,Sivaganga,Tamil Nadu,10.19,8.86,4.97,Medium
2025-07-03,2025,7,1,Sivaganga,Tamil Nadu,9.16,6.52,4.75,Medium
2025-07-17,2025,7,2,Sivaganga,Tamil Nadu,7.38,6.11,3.76,Low
2025-07-31,2025,7,2,Sivaganga,Tamil Nadu,10.33,9.07,4.21,Medium
2025-08-14,2025,8,1,Sivaganga,Tamil Nadu,14.58,11.85,8.11,Medium
2025-08-28,2025,8,2,Sivaganga,Tamil Nadu,17.68,13.36,8.79,High
2025-09-11,2025,9,1,Sivaganga,Tamil Nadu,14.35,9.01,8.41,Medium
2025-09-25,2025,9,2,Sivaganga,Tamil Nadu,15.96,9.66,9.03,High
2025-10-09,2025,10,1,Sivaganga,Tamil Nadu,25.53,18.59,10.77,High
2025-10-23,2025,10,2,Sivaganga,Tamil Nadu,28.73,22.51,12.49,High
2025-11-06,2025,11,1,Sivaganga,Tamil Nadu,47.93,35.91,20.04,High
2025-11-20,2025,11,2,Sivaganga,Tamil Nadu,22.4,18.87,13.99,High
2025-12-04,2025,12,1,Sivaganga,Tamil Nadu,20.72,17.79,10.42,High
2025-12-18,2025,12,2,Sivaganga,Tamil Nadu,57.54,35.76,31.41,High
2015-01-01,2015,1,1,Tenkasi,Tamil Nadu,3.12,2.1,1.97,Low
2015-01-15,2015,1,1,Tenkasi,Tamil Nadu,3.15,1.91,1.83,Low
2015-01-29,2015,1,2,Tenkasi,Tamil Nadu,3.11,2.05,2.17,Low
2015-02-12,2015,2,1,Tenkasi,Tamil Nadu,3.49,2.4,1.96,Low
2015-02-26,2015,2,2,Tenkasi,Tamil Nadu,2.78,2.31,1.89,Low
2015-03-12,2015,3,1,Tenkasi,Tamil Nadu,2.88,2.42,1.58,Low
2015-03-26,2015,3,2,Tenkasi,Tamil Nadu,4.26,3.76,2.36,Low
2015-04-09,2015,4,1,Tenkasi,Tamil Nadu,4.89,3.92,2.34,Low
2015-04-23,2015,4,2,Tenkasi,Tamil Nadu,4.94,4.35,2.98,Low
2015-05-07,2015,5,1,Tenkasi,Tamil Nadu,8.81,6.0,4.96,Medium
2015-05-21,2015,5,2,Tenkasi,Tamil Nadu,7.25,5.04,3.25,Low
2015-06-04,2015,6,1,Tenkasi,Tamil Nadu,16.87,12.08,7.56,High
2015-06-18,2015,6,2,Tenkasi,Tamil Nadu,11.31,10.15,6.45,Medium
2015-07-02,2015,7,1,Tenkasi,Tamil Nadu,10.93,9.37,6.67,Medium
2015-07-16,2015,7,2,Tenkasi,Tamil Nadu,12.79,8.28,5.39,Medium
2015-07-30,2015,7,2,Tenkasi,Tamil Nadu,7.43,5.14,3.85,Low
2015-08-13,2015,8,1,Tenkasi,Tamil Nadu,13.91,8.62,7.78,Medium
2015-08-27,2015,8,2,Tenkasi,Tamil Nadu,12.83,10.76,5.16,Medium
2015-09-10,2015,9,1,Tenkasi,Tamil Nadu,17.52,15.53,10.77,High
2015-09-24,2015,9,2,Tenkasi,Tamil Nadu,18.91,16.64,8.75,High
2015-10-08,2015,10,1,Tenkasi,Tamil Nadu,30.36,25.26,18.76,High
2015-10-22,2015,10,2,Tenkasi,Tamil Nadu,28.55,21.8,17.02,High
2015-11-05,2015,11,1,Tenkasi,Tamil Nadu,41.11,33.36,17.46,High
2015-11-19,2015,11,2,Tenkasi,Tamil Nadu,48.67,35.54,23.27,High
2015-12-03,2015,12,1,Tenkasi,Tamil Nadu,46.93,30.11,23.93,High
2015-12-17,2015,12,2,Tenkasi,Tamil Nadu,53.86,33.33,36.84,High
2015-12-31,2015,12,2,Tenkasi,Tamil Nadu,45.37,37.17,20.5,High
2016-01-14,2016,1,1,Tenkasi,Tamil Nadu,4.67,3.54,3.24,Low
2016-01-28,2016,1,2,Tenkasi,Tamil Nadu,3.3,2.55,2.16,Low
2016-02-11,2016,2,1,Tenkasi,Tamil Nadu,2.71,1.64,1.65,Low
2016-02-25,2016,2,2,Tenkasi,Tamil Nadu,2.55,1.62,1.59,Low
2016-03-10,2016,3,1,Tenkasi,Tamil Nadu,2.73,2.15,1.84,Low
2016-03-24,2016,3,2,Tenkasi,Tamil Nadu,2.85,1.9,1.23,Low
2016-04-07,2016,4,1,Tenkasi,Tamil Nadu,3.5,2.17,1.49,Low
2016-04-21,2016,4,2,Tenkasi,Tamil Nadu,4.32,3.01,2.64,Low
2016-05-05,2016,5,1,Tenkasi,Tamil Nadu,5.45,4.55,3.05,Low
2016-05-19,2016,5,2,Tenkasi,Tamil Nadu,4.15,3.37,2.11,Low
2016-06-02,2016,6,1,Tenkasi,Tamil Nadu,14.38,12.26,7.21,Medium
2016-06-16,2016,6,2,Tenkasi,Tamil Nadu,8.75,7.54,5.87,Medium
2016-06-30,2016,6,2,Tenkasi,Tamil Nadu,14.55,10.28,8.35,Medium
2016-07-14,2016,7,1,Tenkasi,Tamil Nadu,12.35,7.64,7.14,Medium
2016-07-28,2016,7,2,Tenkasi,Tamil Nadu,13.88,9.42,9.34,Medium
2016-08-11,2016,8,1,Tenkasi,Tamil Nadu,19.05,12.97,11.93,High
2016-08-25,2016,8,2,Tenkasi,Tamil Nadu,12.59,10.34,8.05,Medium
2016-09-08,2016,9,1,Tenkasi,Tamil Nadu,12.93,10.53,8.32,Medium
2016-09-22,2016,9,2,Tenkasi,Tamil Nadu,12.44,8.09,5.32,Medium
2016-10-06,2016,10,1,Tenkasi,Tamil Nadu,20.07,17.93,12.98,High
