week_start_date,year,month,week_number,district,state,paracetamol_strips_sold,ors_packets_sold,antipyretic_tablets_sold,antidiarrheal_tablets_sold,cough_cold_tablets_sold
2020-10-12,2020,10,42,Mayiladuthurai,Tamil Nadu,3109,515,1075,263,693
2020-10-19,2020,10,43,Mayiladuthurai,Tamil Nadu,2851,445,1733,416,678
2020-10-26,2020,10,44,Mayiladuthurai,Tamil Nadu,2634,766,1251,443,582
2020-11-02,2020,11,45,Mayiladuthurai,Tamil Nadu,1647,400,1200,609,925
2020-11-09,2020,11,46,Mayiladuthurai,Tamil Nadu,2733,424,1280,408,830
2020-11-16,2020,11,47,Mayiladuthurai,Tamil Nadu,2879,719,1381,587,316
2020-11-23,2020,11,48,Mayiladuthurai,Tamil Nadu,3338,411,1501,275,382
2020-11-30,2020,11,49,Mayiladuthurai,Tamil Nadu,3625,393,1014,454,361
2020-12-07,2020,12,50,Mayiladuthurai,Tamil Nadu,3555,405,1192,350,1097
2020-12-14,2020,12,51,Mayiladuthurai,Tamil Nadu,4499,600,1083,236,1087
2020-12-21,2020,12,52,Mayiladuthurai,Tamil Nadu,2197,586,1622,304,1681
2020-12-28,2020,12,53,Mayiladuthurai,Tamil Nadu,2713,605,1142,378,1770
2021-01-04,2021,1,1,Mayiladuthurai,Tamil Nadu,2106,611,841,430,1938
2021-01-11,2021,1,2,Mayiladuthurai,Tamil Nadu,1411,613,843,494,1759
2021-01-18,2021,1,3,Mayiladuthurai,Tamil Nadu,1293,329,610,464,1176
2021-01-25,2021,1,4,Mayiladuthurai,Tamil Nadu,970,667,359,241,1182
2021-02-01,2021,2,5,Mayiladuthurai,Tamil Nadu,969,548,915,487,906
2021-02-08,2021,2,6,Mayiladuthurai,Tamil Nadu,1096,429,981,279,1561
2021-02-15,2021,2,7,Mayiladuthurai,Tamil Nadu,1714,335,861,386,1553
2021-02-22,2021,2,8,Mayiladuthurai,Tamil Nadu,1518,554,506,367,725
2021-03-01,2021,3,9,Mayiladuthurai,Tamil Nadu,805,779,1003,247,439
2021-03-08,2021,3,10,Mayiladuthurai,Tamil Nadu,1477,471,698,476,419
2021-03-15,2021,3,11,Mayiladuthurai,Tamil Nadu,1657,374,778,627,713
2021-03-22,2021,3,12,Mayiladuthurai,Tamil Nadu,1163,718,396,429,756
2021-03-29,2021,3,13,Mayiladuthurai,Tamil Nadu,1450,516,951,445,536
2021-04-05,2021,4,14,Mayiladuthurai,Tamil Nadu,1442,404,755,247,509
2021-04-12,2021,4,15,Mayiladuthurai,Tamil Nadu,1445,308,1007,244,421
2021-04-19,2021,4,16,Mayiladuthurai,Tamil Nadu,1554,349,1184,606,477
2021-04-26,2021,4,17,Mayiladuthurai,Tamil Nadu,2916,616,1230,269,555
2021-05-03,2021,5,18,Mayiladuthurai,Tamil Nadu,1409,470,1282,315,847
2021-05-10,2021,5,19,Mayiladuthurai,Tamil Nadu,2722,584,595,470,312
2021-05-17,2021,5,20,Mayiladuthurai,Tamil Nadu,2312,373,595,292,549
2021-05-24,2021,5,21,Mayiladuthurai,Tamil Nadu,2688,527,1012,484,365
2021-05-31,2021,5,22,Mayiladuthurai,Tamil Nadu,1456,359,1173,538,778
2021-06-07,2021,6,23,Mayiladuthurai,Tamil Nadu,1357,1272,904,785,333
2021-06-14,2021,6,24,Mayiladuthurai,Tamil Nadu,1387,913,1072,794,711
2021-06-21,2021,6,25,Mayiladuthurai,Tamil Nadu,1220,1255,824,758,493
2021-06-28,2021,6,26,Mayiladuthurai,Tamil Nadu,1273,905,882,963,435
2021-07-05,2021,7,27,Mayiladuthurai,Tamil Nadu,839,1016,861,1349,604
2021-07-12,2021,7,28,Mayiladuthurai,Tamil Nadu,1637,1108,887,1244,565
2021-07-19,2021,7,29,Mayiladuthurai,Tamil Nadu,2020,1512,842,1313,481
2021-07-26,2021,7,30,Mayiladuthurai,Tamil Nadu,979,936,397,878,537
2021-08-02,2021,8,31,Mayiladuthurai,Tamil Nadu,820,688,755,314,592
2021-08-09,2021,8,32,Mayiladuthurai,Tamil Nadu,1643,778,752,305,708
2021-08-16,2021,8,33,Mayiladuthurai,Tamil Nadu,951,458,433,336,487
2021-08-23,2021,8,34,Mayiladuthurai,Tamil Nadu,1267,510,550,481,692
2021-08-30,2021,8,35,Mayiladuthurai,Tamil Nadu,1328,762,925,247,314
2021-09-06,2021,9,36,Mayiladuthurai,Tamil Nadu,1337,805,689,560,551
2021-09-13,2021,9,37,Mayiladuthurai,Tamil Nadu,1579,379,797,609,934
2021-09-20,2021,9,38,Mayiladuthurai,Tamil Nadu,872,308,697,206,712
2021-09-27,2021,9,39,Mayiladuthurai,Tamil Nadu,1763,297,592,282,773
2021-10-04,2021,10,40,Mayiladuthurai,Tamil Nadu,3117,670,1008,495,846
2021-10-11,2021,10,41,Mayiladuthurai,Tamil Nadu,3240,737,1793,273,584
2021-10-18,2021,10,42,Mayiladuthurai,Tamil Nadu,4633,673,889,213,579
2021-10-25,2021,10,43,Mayiladuthurai,Tamil Nadu,1904,342,2324,555,581
2021-11-01,2021,11,44,Mayiladuthurai,Tamil Nadu,3234,378,1856,516,913
2021-11-08,2021,11,45,Mayiladuthurai,Tamil Nadu,2187,359,2028,534,330
2021-11-15,2021,11,46,Mayiladuthurai,Tamil Nadu,2699,474,2116,353,584
2021-11-22,2021,11,47,Mayiladuthurai,Tamil Nadu,3846,704,1950,561,566
2021-11-29,2021,11,48,Mayiladuthurai,Tamil Nadu,3534,524,1176,274,794
2021-12-06,2021,12,49,Mayiladuthurai,Tamil Nadu,1723,591,2043,413,1255
2021-12-13,2021,12,50,Mayiladuthurai,Tamil Nadu,2980,780,1996,623,1036
2021-12-20,2021,12,51,Mayiladuthurai,Tamil Nadu,2923,408,2097,577,1880
2021-12-27,2021,12,52,Mayiladuthurai,Tamil Nadu,1889,706,1501,347,1181
2022-01-03,2022,1,1,Mayiladuthurai,Tamil Nadu,1524,752,562,309,826
2022-01-10,2022,1,2,Mayiladuthurai,Tamil Nadu,973,817,390,339,1586
2022-01-17,2022,1,3,Mayiladuthurai,Tamil Nadu,1224,733,514,381,1546
2022-01-24,2022,1,4,Mayiladuthurai,Tamil Nadu,1017,569,457,408,1643
2022-01-31,2022,1,5,Mayiladuthurai,Tamil Nadu,1253,394,737,576,1841
2022-02-07,2022,2,6,Mayiladuthurai,Tamil Nadu,2029,815,457,431,1634
2022-02-14,2022,2,7,Mayiladuthurai,Tamil Nadu,778,330,466,219,1403
2022-02-21,2022,2,8,Mayiladuthurai,Tamil Nadu,823,381,974,340,1374
2022-02-28,2022,2,9,Mayiladuthurai,Tamil Nadu,838,680,751,591,1246
2022-03-07,2022,3,10,Mayiladuthurai,Tamil Nadu,1568,623,1017,542,625
2022-03-14,2022,3,11,Mayiladuthurai,Tamil Nadu,1511,609,671,203,784
2022-03-21,2022,3,12,Mayiladuthurai,Tamil Nadu,840,371,490,307,724
2022-03-28,2022,3,13,Mayiladuthurai,Tamil Nadu,1000,551,1035,281,788
2022-04-04,2022,4,14,Mayiladuthurai,Tamil Nadu,1461,557,1560,488,491
2022-04-11,2022,4,15,Mayiladuthurai,Tamil Nadu,3149,328,992,329,811
2022-04-18,2022,4,16,Mayiladuthurai,Tamil Nadu,1745,361,1229,467,825
2022-04-25,2022,4,17,Mayiladuthurai,Tamil Nadu,1990,466,665,410,717
2022-05-02,2022,5,18,Mayiladuthurai,Tamil Nadu,2486,305,611,520,636
2022-05-09,2022,5,19,Mayiladuthurai,Tamil Nadu,1582,628,693,343,452
2022-05-16,2022,5,20,Mayiladuthurai,Tamil Nadu,1651,664,1077,581,711
2022-05-23,2022,5,21,Mayiladuthurai,Tamil Nadu,1765,727,1157,456,684
2022-05-30,2022,5,22,Mayiladuthurai,Tamil Nadu,2656,748,1192,551,431
2022-06-06,2022,6,23,Mayiladuthurai,Tamil Nadu,739,1841,461,880,508
2022-06-13,2022,6,24,Mayiladuthurai,Tamil Nadu,2004,1009,887,931,385
2022-06-20,2022,6,25,Mayiladuthurai,Tamil Nadu,1325,1053,1005,1149,308
2022-06-27,2022,6,26,Mayiladuthurai,Tamil Nadu,1229,1836,602,816,745
2022-07-04,2022,7,27,Mayiladuthurai,Tamil Nadu,1142,1834,850,791,455
2022-07-11,2022,7,28,Mayiladuthurai,Tamil Nadu,2128,1851,1007,1300,899
2022-07-18,2022,7,29,Mayiladuthurai,Tamil Nadu,1744,1817,620,1355,500
2022-07-25,2022,7,30,Mayiladuthurai,Tamil Nadu,1338,874,481,600,636
2022-08-01,2022,8,31,Mayiladuthurai,Tamil Nadu,1282,649,658,553,495
2022-08-08,2022,8,32,Mayiladuthurai,Tamil Nadu,1018,685,428,272,872
2022-08-15,2022,8,33,Mayiladuthurai,Tamil Nadu,1612,424,714,600,438
2022-08-22,2022,8,34,Mayiladuthurai,Tamil Nadu,1337,806,665,514,754
2022-08-29,2022,8,35,Mayiladuthurai,Tamil Nadu,1137,567,406,584,422
2022-09-05,2022,9,36,Mayiladuthurai,Tamil Nadu,1016,815,464,282,853
2022-09-12,2022,9,37,Mayiladuthurai,Tamil Nadu,1460,543,396,251,537
2022-09-19,2022,9,38,Mayiladuthurai,Tamil Nadu,875,763,471,218,680
2022-09-26,2022,9,39,Mayiladuthurai,Tamil Nadu,1677,403,785,265,734
2022-10-03,2022,10,40,Mayiladuthurai,Tamil Nadu,1915,815,847,617,726
2022-10-10,2022,10,41,Mayiladuthurai,Tamil Nadu,2884,481,1658,605,964
2022-10-17,2022,10,42,Mayiladuthurai,Tamil Nadu,2398,713,1096,461,465
2022-10-24,2022,10,43,Mayiladuthurai,Tamil Nadu,3512,616,1446,262,710
2022-10-31,2022,10,44,Mayiladuthurai,Tamil Nadu,1919,419,1165,488,627
2022-11-07,2022,11,45,Mayiladuthurai,Tamil Nadu,2973,823,1919,578,535
2022-11-14,2022,11,46,Mayiladuthurai,Tamil Nadu,1996,694,1833,371,831
2022-11-21,2022,11,47,Mayiladuthurai,Tamil Nadu,1624,395,1782,489,636
2022-11-28,2022,11,48,Mayiladuthurai,Tamil Nadu,4251,692,1930,203,749
2022-12-05,2022,12,49,Mayiladuthurai,Tamil Nadu,3496,466,2059,246,787
2022-12-12,2022,12,50,Mayiladuthurai,Tamil Nadu,1890,389,1939,275,876
2022-12-19,2022,12,51,Mayiladuthurai,Tamil Nadu,1903,751,2101,522,1864
2022-12-26,2022,12,52,Mayiladuthurai,Tamil Nadu,1885,684,1755,260,1880
2023-01-02,2023,1,1,Mayiladuthurai,Tamil Nadu,2044,561,971,202,1274
2023-01-09,2023,1,2,Mayiladuthurai,Tamil Nadu,1748,510,892,442,698
2023-01-16,2023,1,3,Mayiladuthurai,Tamil Nadu,999,721,624,403,896
2023-01-23,2023,1,4,Mayiladuthurai,Tamil Nadu,1615,785,388,241,1355
2023-01-30,2023,1,5,Mayiladuthurai,Tamil Nadu,1449,450,480,587,868
2023-02-06,2023,2,6,Mayiladuthurai,Tamil Nadu,914,482,802,283,1887
2023-02-13,2023,2,7,Mayiladuthurai,Tamil Nadu,914,575,829,297,1648
2023-02-20,2023,2,8,Mayiladuthurai,Tamil Nadu,944,776,936,312,586
2023-02-27,2023,2,9,Mayiladuthurai,Tamil Nadu,906,526,656,357,1470
2023-03-06,2023,3,10,Mayiladuthurai,Tamil Nadu,1166,734,1027,323,779
2023-03-13,2023,3,11,Mayiladuthurai,Tamil Nadu,1216,526,839,228,391
2023-03-20,2023,3,12,Mayiladuthurai,Tamil Nadu,1001,650,886,299,588
2023-03-27,2023,3,13,Mayiladuthurai,Tamil Nadu,1290,494,473,466,786
2023-04-03,2023,4,14,Mayiladuthurai,Tamil Nadu,3022,528,787,618,467
2023-04-10,2023,4,15,Mayiladuthurai,Tamil Nadu,1853,605,737,546,632
2023-04-17,2023,4,16,Mayiladuthurai,Tamil Nadu,1648,439,807,294,746
2023-04-24,2023,4,17,Mayiladuthurai,Tamil Nadu,2084,353,659,421,836
2023-05-01,2023,5,18,Mayiladuthurai,Tamil Nadu,2932,618,971,220,771
2023-05-08,2023,5,19,Mayiladuthurai,Tamil Nadu,2288,705,647,493,553
2023-05-15,2023,5,20,Mayiladuthurai,Tamil Nadu,1840,750,1160,439,803
2023-05-22,2023,5,21,Mayiladuthurai,Tamil Nadu,1299,744,1134,435,703
2023-05-29,2023,5,22,Mayiladuthurai,Tamil Nadu,1856,438,981,531,932
2023-06-05,2023,6,23,Mayiladuthurai,Tamil Nadu,909,1690,612,1527,496
2023-06-12,2023,6,24,Mayiladuthurai,Tamil Nadu,1117,1219,674,899,833
2023-06-19,2023,6,25,Mayiladuthurai,Tamil Nadu,1713,1769,489,1394,887
2023-06-26,2023,6,26,Mayiladuthurai,Tamil Nadu,1747,1809,431,1330,835
2023-07-03,2023,7,27,Mayiladuthurai,Tamil Nadu,2042,890,937,1068,651
2023-07-10,2023,7,28,Mayiladuthurai,Tamil Nadu,1204,1858,772,645,886
2023-07-17,2023,7,29,Mayiladuthurai,Tamil Nadu,1465,1230,1029,1117,542
2023-07-24,2023,7,30,Mayiladuthurai,Tamil Nadu,1618,1057,609,855,491
2023-07-31,2023,7,31,Mayiladuthurai,Tamil Nadu,1839,1810,731,672,480
2023-08-07,2023,8,32,Mayiladuthurai,Tamil Nadu,1855,591,576,264,506
2023-08-14,2023,8,33,Mayiladuthurai,Tamil Nadu,1273,437,977,602,460
2023-08-21,2023,8,34,Mayiladuthurai,Tamil Nadu,1863,473,704,493,369
2023-08-28,2023,8,35,Mayiladuthurai,Tamil Nadu,1292,767,797,383,378
2023-09-04,2023,9,36,Mayiladuthurai,Tamil Nadu,1765,527,922,346,710
2023-09-11,2023,9,37,Mayiladuthurai,Tamil Nadu,1745,750,612,206,734
2023-09-18,2023,9,38,Mayiladuthurai,Tamil Nadu,1242,670,762,448,491
2023-09-25,2023,9,39,Mayiladuthurai,Tamil Nadu,1058,404,463,442,349
2023-10-02,2023,10,40,Mayiladuthurai,Tamil Nadu,3329,739,1238,410,748
2023-10-09,2023,10,41,Mayiladuthurai,Tamil Nadu,3486,457,1640,405,488
2023-10-16,2023,10,42,Mayiladuthurai,Tamil Nadu,2040,408,2161,322,374
2023-10-23,2023,10,43,Mayiladuthurai,Tamil Nadu,4100,425,2202,542,696
2023-10-30,2023,10,44,Mayiladuthurai,Tamil Nadu,3521,773,2028,379,717
2023-11-06,2023,11,45,Mayiladuthurai,Tamil Nadu,4324,660,1334,306,777
2023-11-13,2023,11,46,Mayiladuthurai,Tamil Nadu,3826,310,1545,567,451
2023-11-20,2023,11,47,Mayiladuthurai,Tamil Nadu,3895,336,2093,222,659
2023-11-27,2023,11,48,Mayiladuthurai,Tamil Nadu,3106,395,1445,294,794
2023-12-04,2023,12,49,Mayiladuthurai,Tamil Nadu,2815,799,1670,394,919
2023-12-11,2023,12,50,Mayiladuthurai,Tamil Nadu,3218,287,1633,506,1079
2023-12-18,2023,12,51,Mayiladuthurai,Tamil Nadu,2940,348,944,573,1744
2023-12-25,2023,12,52,Mayiladuthurai,Tamil Nadu,2749,483,862,415,1483
2024-01-01,2024,1,1,Mayiladuthurai,Tamil Nadu,1563,418,789,611,1606
2024-01-08,2024,1,2,Mayiladuthurai,Tamil Nadu,1393,375,874,389,971
2024-01-15,2024,1,3,Mayiladuthurai,Tamil Nadu,825,708,810,541,1730
2024-01-22,2024,1,4,Mayiladuthurai,Tamil Nadu,1135,397,682,205,1313
2024-01-29,2024,1,5,Mayiladuthurai,Tamil Nadu,877,531,888,506,918
2024-02-05,2024,2,6,Mayiladuthurai,Tamil Nadu,1489,349,462,364,1508
2024-02-12,2024,2,7,Mayiladuthurai,Tamil Nadu,1045,375,894,352,1177
2024-02-19,2024,2,8,Mayiladuthurai,Tamil Nadu,1920,711,856,513,923
2024-02-26,2024,2,9,Mayiladuthurai,Tamil Nadu,1018,609,696,609,834
2024-03-04,2024,3,10,Mayiladuthurai,Tamil Nadu,1588,340,746,413,720
2024-03-11,2024,3,11,Mayiladuthurai,Tamil Nadu,1644,646,920,222,657
2024-03-18,2024,3,12,Mayiladuthurai,Tamil Nadu,1231,664,413,472,660
2024-03-25,2024,3,13,Mayiladuthurai,Tamil Nadu,1471,459,540,229,667
2024-04-01,2024,4,14,Mayiladuthurai,Tamil Nadu,1376,424,1235,323,837
2024-04-08,2024,4,15,Mayiladuthurai,Tamil Nadu,1736,706,1004,523,599
2024-04-15,2024,4,16,Mayiladuthurai,Tamil Nadu,1619,423,1353,569,475
2024-04-22,2024,4,17,Mayiladuthurai,Tamil Nadu,2320,404,910,445,595
2024-04-29,2024,4,18,Mayiladuthurai,Tamil Nadu,2480,840,645,536,334
2024-05-06,2024,5,19,Mayiladuthurai,Tamil Nadu,2874,349,1083,337,602
2024-05-13,2024,5,20,Mayiladuthurai,Tamil Nadu,1705,419,1241,458,564
2024-05-20,2024,5,21,Mayiladuthurai,Tamil Nadu,1371,438,1380,548,917
2024-05-27,2024,5,22,Mayiladuthurai,Tamil Nadu,1969,547,1538,461,339
2024-06-03,2024,6,23,Mayiladuthurai,Tamil Nadu,1781,1059,708,769,943
2024-06-10,2024,6,24,Mayiladuthurai,Tamil Nadu,847,1852,417,940,390
2024-06-17,2024,6,25,Mayiladuthurai,Tamil Nadu,1655,1973,524,1016,466
2024-06-24,2024,6,26,Mayiladuthurai,Tamil Nadu,1951,1049,632,637,481
2024-07-01,2024,7,27,Mayiladuthurai,Tamil Nadu,1665,888,977,537,800
2024-07-08,2024,7,28,Mayiladuthurai,Tamil Nadu,1958,788,510,511,778
2024-07-15,2024,7,29,Mayiladuthurai,Tamil Nadu,1830,1060,424,685,884
2024-07-22,2024,7,30,Mayiladuthurai,Tamil Nadu,1589,760,545,844,305
2024-07-29,2024,7,31,Mayiladuthurai,Tamil Nadu,2188,1374,887,1108,975
2024-08-05,2024,8,32,Mayiladuthurai,Tamil Nadu,1247,732,756,448,559
2024-08-12,2024,8,33,Mayiladuthurai,Tamil Nadu,1096,404,845,265,551
2024-08-19,2024,8,34,Mayiladuthurai,Tamil Nadu,1949,657,938,294,620
2024-08-26,2024,8,35,Mayiladuthurai,Tamil Nadu,777,485,724,537,303
2024-09-02,2024,9,36,Mayiladuthurai,Tamil Nadu,1946,383,892,500,857
2024-09-09,2024,9,37,Mayiladuthurai,Tamil Nadu,1307,279,618,421,923
2024-09-16,2024,9,38,Mayiladuthurai,Tamil Nadu,1532,314,710,343,709
2024-09-23,2024,9,39,Mayiladuthurai,Tamil Nadu,942,408,845,442,668
2024-09-30,2024,9,40,Mayiladuthurai,Tamil Nadu,896,729,849,476,408
2024-10-07,2024,10,41,Mayiladuthurai,Tamil Nadu,3684,656,2100,535,779
2024-10-14,2024,10,42,Mayiladuthurai,Tamil Nadu,2552,548,1409,482,957
2024-10-21,2024,10,43,Mayiladuthurai,Tamil Nadu,2038,623,1889,341,853
2024-10-28,2024,10,44,Mayiladuthurai,Tamil Nadu,4400,520,2077,594,331
2024-11-04,2024,11,45,Mayiladuthurai,Tamil Nadu,2106,435,1829,324,476
2024-11-11,2024,11,46,Mayiladuthurai,Tamil Nadu,1725,393,1101,401,361
2024-11-18,2024,11,47,Mayiladuthurai,Tamil Nadu,2087,271,1409,606,521
2024-11-25,2024,11,48,Mayiladuthurai,Tamil Nadu,3818,709,2010,261,530
2024-12-02,2024,12,49,Mayiladuthurai,Tamil Nadu,1958,534,1488,367,994
2024-12-09,2024,12,50,Mayiladuthurai,Tamil Nadu,3730,408,1058,360,1183
2024-12-16,2024,12,51,Mayiladuthurai,Tamil Nadu,1754,474,1017,319,796
2024-12-23,2024,12,52,Mayiladuthurai,Tamil Nadu,3121,393,1266,404,1275
2024-12-30,2024,12,1,Mayiladuthurai,Tamil Nadu,2835,380,869,244,1644
2025-01-06,2025,1,2,Mayiladuthurai,Tamil Nadu,1413,564,940,593,1764
2025-01-13,2025,1,3,Mayiladuthurai,Tamil Nadu,1646,710,775,270,1973
2025-01-20,2025,1,4,Mayiladuthurai,Tamil Nadu,1379,542,379,549,651
2025-01-27,2025,1,5,Mayiladuthurai,Tamil Nadu,1621,373,787,536,646
2025-02-03,2025,2,6,Mayiladuthurai,Tamil Nadu,1682,801,740,313,722
2025-02-10,2025,2,7,Mayiladuthurai,Tamil Nadu,1381,566,968,275,1237
2025-02-17,2025,2,8,Mayiladuthurai,Tamil Nadu,943,352,698,548,1803
2025-02-24,2025,2,9,Mayiladuthurai,Tamil Nadu,1580,497,681,375,1222
2025-03-03,2025,3,10,Mayiladuthurai,Tamil Nadu,1710,726,441,255,606
2025-03-10,2025,3,11,Mayiladuthurai,Tamil Nadu,1988,284,582,460,502
2025-03-17,2025,3,12,Mayiladuthurai,Tamil Nadu,1847,384,754,240,745
2025-03-24,2025,3,13,Mayiladuthurai,Tamil Nadu,1083,357,686,542,482
2025-03-31,2025,3,14,Mayiladuthurai,Tamil Nadu,1796,442,712,372,510
2025-04-07,2025,4,15,Mayiladuthurai,Tamil Nadu,1444,347,948,479,354
2025-04-14,2025,4,16,Mayiladuthurai,Tamil Nadu,1623,480,1169,424,473
2025-04-21,2025,4,17,Mayiladuthurai,Tamil Nadu,1584,843,816,239,711
2025-04-28,2025,4,18,Mayiladuthurai,Tamil Nadu,2805,473,675,286,853
2025-05-05,2025,5,19,Mayiladuthurai,Tamil Nadu,1313,759,982,465,473
2025-05-12,2025,5,20,Mayiladuthurai,Tamil Nadu,1276,402,1425,311,445
2025-05-19,2025,5,21,Mayiladuthurai,Tamil Nadu,1376,479,1185,389,410
2025-05-26,2025,5,22,Mayiladuthurai,Tamil Nadu,2500,491,762,255,598
2025-06-02,2025,6,23,Mayiladuthurai,Tamil Nadu,843,1096,716,1043,324
2025-06-09,2025,6,24,Mayiladuthurai,Tamil Nadu,1746,1333,976,1000,797
2025-06-16,2025,6,25,Mayiladuthurai,Tamil Nadu,1394,746,452,1160,563
2025-06-23,2025,6,26,Mayiladuthurai,Tamil Nadu,1683,1544,928,560,400
2025-06-30,2025,6,27,Mayiladuthurai,Tamil Nadu,860,1748,575,1055,538
2025-07-07,2025,7,28,Mayiladuthurai,Tamil Nadu,1571,1239,575,1004,421
2025-07-14,2025,7,29,Mayiladuthurai,Tamil Nadu,1256,1862,797,807,605
2025-07-21,2025,7,30,Mayiladuthurai,Tamil Nadu,1410,1555,820,658,354
2025-07-28,2025,7,31,Mayiladuthurai,Tamil Nadu,1242,1010,804,455,317
2025-08-04,2025,8,32,Mayiladuthurai,Tamil Nadu,1234,615,456,256,630
2025-08-11,2025,8,33,Mayiladuthurai,Tamil Nadu,986,642,791,366,718
2025-08-18,2025,8,34,Mayiladuthurai,Tamil Nadu,1898,511,570,510,575
2025-08-25,2025,8,35,Mayiladuthurai,Tamil Nadu,1451,704,834,319,619
2025-09-01,2025,9,36,Mayiladuthurai,Tamil Nadu,1542,771,624,577,650
2025-09-08,2025,9,37,Mayiladuthurai,Tamil Nadu,1519,786,433,330,718
2025-09-15,2025,9,38,Mayiladuthurai,Tamil Nadu,1544,500,550,596,689
2025-09-22,2025,9,39,Mayiladuthurai,Tamil Nadu,1655,595,874,434,356
2025-09-29,2025,9,40,Mayiladuthurai,Tamil Nadu,1112,394,525,310,448
2025-10-06,2025,10,41,Mayiladuthurai,Tamil Nadu,4042,600,1078,411,514
2025-10-13,2025,10,42,Mayiladuthurai,Tamil Nadu,2796,736,1814,345,845
2025-10-20,2025,10,43,Mayiladuthurai,Tamil Nadu,2265,582,1779,532,584
2025-10-27,2025,10,44,Mayiladuthurai,Tamil Nadu,4263,453,1978,342,482
2025-11-03,2025,11,45,Mayiladuthurai,Tamil Nadu,4175,320,1187,500,289
2025-11-10,2025,11,46,Mayiladuthurai,Tamil Nadu,2879,502,1041,491,501
2025-11-17,2025,11,47,Mayiladuthurai,Tamil Nadu,2809,745,1727,524,588
2025-11-24,2025,11,48,Mayiladuthurai,Tamil Nadu,2628,418,1857,258,528
2025-12-01,2025,12,49,Mayiladuthurai,Tamil Nadu,4627,404,1071,523,1160
2025-12-08,2025,12,50,Mayiladuthurai,Tamil Nadu,3646,338,1389,248,819
2025-12-15,2025,12,51,Mayiladuthurai,Tamil Nadu,3608,551,2216,338,1463
2025-12-22,2025,12,52,Mayiladuthurai,Tamil Nadu,2578,598,1157,573,624
2025-12-29,2025,12,1,Mayiladuthurai,Tamil Nadu,2977,488,1359,282,1176
2015-01-05,2015,1,2,Nagapattinam,Tamil Nadu,1352,465,557,310,1779
2015-01-12,2015,1,3,Nagapattinam,Tamil Nadu,1740,846,703,356,1309
2015-01-19,2015,1,4,Nagapattinam,Tamil Nadu,1569,416,396,487,1478
2015-01-26,2015,1,5,Nagapattinam,Tamil Nadu,788,517,969,240,1016
2015-02-02,2015,2,6,Nagapattinam,Tamil Nadu,1411,509,946,252,592
2015-02-09,2015,2,7,Nagapattinam,Tamil Nadu,890,324,679,434,1494
2015-02-16,2015,2,8,Nagapattinam,Tamil Nadu,1927,324,855,520,1176
2015-02-23,2015,2,9,Nagapattinam,Tamil Nadu,1830,481,675,243,1761
2015-03-02,2015,3,10,Nagapattinam,Tamil Nadu,1537,635,765,626,707
2015-03-09,2015,3,11,Nagapattinam,Tamil Nadu,1629,416,755,576,838
2015-03-16,2015,3,12,Nagapattinam,Tamil Nadu,905,686,610,355,904
2015-03-23,2015,3,13,Nagapattinam,Tamil Nadu,1232,430,680,207,804
2015-03-30,2015,3,14,Nagapattinam,Tamil Nadu,904,551,927,486,493
2015-04-06,2015,4,15,Nagapattinam,Tamil Nadu,1704,432,769,359,781
2015-04-13,2015,4,16,Nagapattinam,Tamil Nadu,2053,546,913,231,440
2015-04-20,2015,4,17,Nagapattinam,Tamil Nadu,1838,666,1258,250,470
2015-04-27,2015,4,18,Nagapattinam,Tamil Nadu,1839,695,1030,362,573
2015-05-04,2015,5,19,Nagapattinam,Tamil Nadu,1204,443,834,352,441
2015-05-11,2015,5,20,Nagapattinam,Tamil Nadu,2208,324,1367,373,471
2015-05-18,2015,5,21,Nagapattinam,Tamil Nadu,2695,633,1096,428,678
2015-05-25,2015,5,22,Nagapattinam,Tamil Nadu,2674,548,1122,358,532
2015-06-01,2015,6,23,Nagapattinam,Tamil Nadu,1180,1084,984,782,699
2015-06-08,2015,6,24,Nagapattinam,Tamil Nadu,1685,1369,988,766,329
2015-06-15,2015,6,25,Nagapattinam,Tamil Nadu,1075,1453,730,606,742
2015-06-22,2015,6,26,Nagapattinam,Tamil Nadu,1649,1491,575,695,558
2015-06-29,2015,6,27,Nagapattinam,Tamil Nadu,1406,1201,886,699,500
2015-07-06,2015,7,28,Nagapattinam,Tamil Nadu,1323,1420,904,1076,690
2015-07-13,2015,7,29,Nagapattinam,Tamil Nadu,2109,797,862,1255,451
2015-07-20,2015,7,30,Nagapattinam,Tamil Nadu,1751,1355,927,1557,546
2015-07-27,2015,7,31,Nagapattinam,Tamil Nadu,931,1739,724,653,360
2015-08-03,2015,8,32,Nagapattinam,Tamil Nadu,1328,741,1073,433,512
2015-08-10,2015,8,33,Nagapattinam,Tamil Nadu,1362,874,587,309,744
2015-08-17,2015,8,34,Nagapattinam,Tamil Nadu,1727,449,470,544,872
2015-08-24,2015,8,35,Nagapattinam,Tamil Nadu,1503,390,1041,449,897
2015-08-31,2015,8,36,Nagapattinam,Tamil Nadu,2149,502,473,279,620
2015-09-07,2015,9,37,Nagapattinam,Tamil Nadu,1196,326,429,419,728
2015-09-14,2015,9,38,Nagapattinam,Tamil Nadu,1123,593,601,270,340
2015-09-21,2015,9,39,Nagapattinam,Tamil Nadu,1357,321,502,318,488
2015-09-28,2015,9,40,Nagapattinam,Tamil Nadu,1869,517,811,565,721
2015-10-05,2015,10,41,Nagapattinam,Tamil Nadu,2954,647,1454,398,403
