week_start_date,year,month,week_number,district,state,total_bed_capacity,total_occupied_beds,dengue_beds_occupied,heat_stroke_beds_occupied,gastroenteritis_beds_occupied,respiratory_beds_occupied,occupancy_rate_pct
2024-10-14,2024,10,42,Ranipet,Tamil Nadu,210,226,58,6,10,14,100.0
2024-10-21,2024,10,43,Ranipet,Tamil Nadu,210,204,60,7,11,14,100.0
2024-10-28,2024,10,44,Ranipet,Tamil Nadu,210,182,50,3,7,11,87.5
2024-11-04,2024,11,45,Ranipet,Tamil Nadu,210,199,36,2,9,16,89.1
2024-11-11,2024,11,46,Ranipet,Tamil Nadu,210,224,49,7,11,11,100.0
2024-11-18,2024,11,47,Ranipet,Tamil Nadu,210,181,44,3,12,12,93.6
2024-11-25,2024,11,48,Ranipet,Tamil Nadu,210,177,49,8,9,7,86.6
2024-12-02,2024,12,49,Ranipet,Tamil Nadu,210,195,52,3,7,21,100.0
2024-12-09,2024,12,50,Ranipet,Tamil Nadu,210,182,47,5,5,21,88.2
2024-12-16,2024,12,51,Ranipet,Tamil Nadu,210,199,52,5,9,27,100.0
2024-12-23,2024,12,52,Ranipet,Tamil Nadu,210,201,59,2,11,37,100.0
2024-12-30,2024,12,1,Ranipet,Tamil Nadu,210,187,38,6,7,30,90.2
2025-01-06,2025,1,2,Ranipet,Tamil Nadu,210,146,7,3,4,21,72.0
2025-01-13,2025,1,3,Ranipet,Tamil Nadu,210,188,14,6,4,31,95.2
2025-01-20,2025,1,4,Ranipet,Tamil Nadu,210,183,10,7,4,27,93.5
2025-01-27,2025,1,5,Ranipet,Tamil Nadu,210,194,7,4,10,41,88.1
2025-02-03,2025,2,6,Ranipet,Tamil Nadu,210,154,6,6,9,16,78.5
2025-02-10,2025,2,7,Ranipet,Tamil Nadu,210,133,12,7,7,10,68.7
2025-02-17,2025,2,8,Ranipet,Tamil Nadu,210,139,11,5,6,8,70.2
2025-02-24,2025,2,9,Ranipet,Tamil Nadu,210,190,15,6,10,14,86.4
2025-03-03,2025,3,10,Ranipet,Tamil Nadu,210,188,13,6,5,14,86.8
2025-03-10,2025,3,11,Ranipet,Tamil Nadu,210,160,15,5,4,11,72.9
2025-03-17,2025,3,12,Ranipet,Tamil Nadu,210,139,8,7,5,6,68.1
2025-03-24,2025,3,13,Ranipet,Tamil Nadu,210,159,7,6,5,6,79.2
2025-03-31,2025,3,14,Ranipet,Tamil Nadu,210,140,6,7,9,15,71.7
2025-04-07,2025,4,15,Ranipet,Tamil Nadu,210,194,10,33,8,8,88.4
2025-04-14,2025,4,16,Ranipet,Tamil Nadu,210,179,10,31,6,11,82.9
2025-04-21,2025,4,17,Ranipet,Tamil Nadu,210,168,6,26,4,14,76.0
2025-04-28,2025,4,18,Ranipet,Tamil Nadu,210,174,15,17,5,16,78.9
2025-05-05,2025,5,19,Ranipet,Tamil Nadu,210,189,10,26,8,12,93.9
2025-05-12,2025,5,20,Ranipet,Tamil Nadu,210,152,8,21,6,8,76.1
2025-05-19,2025,5,21,Ranipet,Tamil Nadu,210,211,13,33,11,11,96.4
2025-05-26,2025,5,22,Ranipet,Tamil Nadu,210,198,12,32,6,8,95.9
2025-06-02,2025,6,23,Ranipet,Tamil Nadu,210,177,4,3,28,8,84.9
2025-06-09,2025,6,24,Ranipet,Tamil Nadu,210,187,10,4,27,9,85.6
2025-06-16,2025,6,25,Ranipet,Tamil Nadu,210,170,8,7,18,12,84.8
2025-06-23,2025,6,26,Ranipet,Tamil Nadu,210,182,5,4,30,14,90.6
2025-06-30,2025,6,27,Ranipet,Tamil Nadu,210,178,6,3,30,11,91.3
2025-07-07,2025,7,28,Ranipet,Tamil Nadu,210,179,14,4,28,6,91.4
2025-07-14,2025,7,29,Ranipet,Tamil Nadu,210,200,14,2,30,10,91.6
2025-07-21,2025,7,30,Ranipet,Tamil Nadu,210,185,16,5,18,7,89.1
2025-07-28,2025,7,31,Ranipet,Tamil Nadu,210,154,16,3,21,6,75.9
2025-08-04,2025,8,32,Ranipet,Tamil Nadu,210,145,6,8,9,8,68.1
2025-08-11,2025,8,33,Ranipet,Tamil Nadu,210,174,15,5,7,12,80.1
2025-08-18,2025,8,34,Ranipet,Tamil Nadu,210,183,13,6,11,8,81.3
2025-08-25,2025,8,35,Ranipet,Tamil Nadu,210,180,11,6,5,13,80.1
2025-09-01,2025,9,36,Ranipet,Tamil Nadu,210,153,6,7,5,14,73.3
2025-09-08,2025,9,37,Ranipet,Tamil Nadu,210,158,12,4,11,11,76.0
2025-09-15,2025,9,38,Ranipet,Tamil Nadu,210,157,4,5,5,7,71.5
2025-09-22,2025,9,39,Ranipet,Tamil Nadu,210,161,14,4,9,8,74.7
2025-09-29,2025,9,40,Ranipet,Tamil Nadu,210,155,8,3,6,6,68.7
2025-10-06,2025,10,41,Ranipet,Tamil Nadu,210,176,47,8,5,7,90.1
2025-10-13,2025,10,42,Ranipet,Tamil Nadu,210,199,57,7,7,6,94.9
2025-10-20,2025,10,43,Ranipet,Tamil Nadu,210,190,39,4,12,11,96.9
2025-10-27,2025,10,44,Ranipet,Tamil Nadu,210,177,34,6,4,6,78.2
2025-11-03,2025,11,45,Ranipet,Tamil Nadu,210,179,60,6,11,9,92.2
2025-11-10,2025,11,46,Ranipet,Tamil Nadu,210,179,49,8,10,11,91.9
2025-11-17,2025,11,47,Ranipet,Tamil Nadu,210,221,62,7,11,12,100.0
2025-11-24,2025,11,48,Ranipet,Tamil Nadu,210,170,32,3,7,13,82.0
2025-12-01,2025,12,49,Ranipet,Tamil Nadu,210,206,49,7,4,22,93.5
2025-12-08,2025,12,50,Ranipet,Tamil Nadu,210,203,37,7,5,32,91.2
2025-12-15,2025,12,51,Ranipet,Tamil Nadu,210,202,62,3,8,28,100.0
2025-12-22,2025,12,52,Ranipet,Tamil Nadu,210,203,50,7,5,31,100.0
2025-12-29,2025,12,1,Ranipet,Tamil Nadu,210,207,57,2,6,21,100.0
2015-01-05,2015,1,2,Salem,Tamil Nadu,594,506,20,20,12,60,82.1
2015-01-12,2015,1,3,Salem,Tamil Nadu,594,529,27,14,17,66,87.3
2015-01-19,2015,1,4,Salem,Tamil Nadu,594,522,38,12,28,107,90.6
2015-01-26,2015,1,5,Salem,Tamil Nadu,594,569,31,8,15,99,92.6
2015-02-02,2015,2,6,Salem,Tamil Nadu,594,521,30,12,20,47,81.4
2015-02-09,2015,2,7,Salem,Tamil Nadu,594,426,46,23,21,18,72.7
2015-02-16,2015,2,8,Salem,Tamil Nadu,594,486,47,23,33,33,78.5
2015-02-23,2015,2,9,Salem,Tamil Nadu,594,466,41,19,20,39,76.7
2015-03-02,2015,3,10,Salem,Tamil Nadu,594,403,32,16,32,19,67.6
2015-03-09,2015,3,11,Salem,Tamil Nadu,594,462,35,21,24,28,79.1
2015-03-16,2015,3,12,Salem,Tamil Nadu,594,455,19,19,24,36,81.4
2015-03-23,2015,3,13,Salem,Tamil Nadu,594,465,44,18,25,40,75.0
2015-03-30,2015,3,14,Salem,Tamil Nadu,594,475,15,17,26,19,79.0
2015-04-06,2015,4,15,Salem,Tamil Nadu,594,552,29,61,26,40,88.0
2015-04-13,2015,4,16,Salem,Tamil Nadu,594,593,13,95,17,44,94.7
2015-04-20,2015,4,17,Salem,Tamil Nadu,594,595,37,95,14,36,97.4
2015-04-27,2015,4,18,Salem,Tamil Nadu,594,565,33,101,12,31,97.2
2015-05-04,2015,5,19,Salem,Tamil Nadu,594,539,22,54,13,38,89.0
2015-05-11,2015,5,20,Salem,Tamil Nadu,594,598,14,78,32,44,97.8
2015-05-18,2015,5,21,Salem,Tamil Nadu,594,472,23,73,27,41,80.0
2015-05-25,2015,5,22,Salem,Tamil Nadu,594,547,35,103,12,30,92.8
2015-06-01,2015,6,23,Salem,Tamil Nadu,594,451,31,14,85,45,80.1
2015-06-08,2015,6,24,Salem,Tamil Nadu,594,500,30,16,61,22,79.0
2015-06-15,2015,6,25,Salem,Tamil Nadu,594,478,33,6,75,28,83.7
2015-06-22,2015,6,26,Salem,Tamil Nadu,594,560,39,16,64,46,91.9
2015-06-29,2015,6,27,Salem,Tamil Nadu,594,551,18,22,56,20,88.8
2015-07-06,2015,7,28,Salem,Tamil Nadu,594,573,19,15,88,34,93.5
2015-07-13,2015,7,29,Salem,Tamil Nadu,594,471,42,10,56,45,79.6
2015-07-20,2015,7,30,Salem,Tamil Nadu,594,464,37,15,74,35,84.6
2015-07-27,2015,7,31,Salem,Tamil Nadu,594,480,46,6,66,32,81.6
2015-08-03,2015,8,32,Salem,Tamil Nadu,594,497,22,22,22,32,82.3
2015-08-10,2015,8,33,Salem,Tamil Nadu,594,512,36,10,31,20,86.3
2015-08-17,2015,8,34,Salem,Tamil Nadu,594,444,26,13,15,24,72.8
2015-08-24,2015,8,35,Salem,Tamil Nadu,594,462,37,21,26,41,73.5
2015-08-31,2015,8,36,Salem,Tamil Nadu,594,413,36,9,32,42,71.3
2015-09-07,2015,9,37,Salem,Tamil Nadu,594,402,32,11,29,25,72.5
2015-09-14,2015,9,38,Salem,Tamil Nadu,594,455,27,14,18,38,71.7
2015-09-21,2015,9,39,Salem,Tamil Nadu,594,435,23,23,32,22,78.2
2015-09-28,2015,9,40,Salem,Tamil Nadu,594,442,34,12,31,33,73.0
2015-10-05,2015,10,41,Salem,Tamil Nadu,594,587,166,21,21,46,100.0
2015-10-12,2015,10,42,Salem,Tamil Nadu,594,555,152,22,32,36,100.0
2015-10-19,2015,10,43,Salem,Tamil Nadu,594,612,90,16,32,45,95.9
2015-10-26,2015,10,44,Salem,Tamil Nadu,594,539,91,18,28,33,93.1
2015-11-02,2015,11,45,Salem,Tamil Nadu,594,625,134,6,27,38,97.9
2015-11-09,2015,11,46,Salem,Tamil Nadu,594,566,114,15,25,22,97.9
2015-11-16,2015,11,47,Salem,Tamil Nadu,594,492,109,14,29,37,85.5
2015-11-23,2015,11,48,Salem,Tamil Nadu,594,636,126,20,18,29,100.0
2015-11-30,2015,11,49,Salem,Tamil Nadu,594,593,124,22,30,35,95.7
2015-12-07,2015,12,50,Salem,Tamil Nadu,594,542,95,22,30,104,94.8
2015-12-14,2015,12,51,Salem,Tamil Nadu,594,537,116,19,23,91,93.7
2015-12-21,2015,12,52,Salem,Tamil Nadu,594,566,135,6,27,95,100.0
2015-12-28,2015,12,53,Salem,Tamil Nadu,594,571,113,19,20,115,100.0
2016-01-04,2016,1,1,Salem,Tamil Nadu,594,611,29,12,20,106,98.4
2016-01-11,2016,1,2,Salem,Tamil Nadu,594,500,35,13,19,76,79.9
2016-01-18,2016,1,3,Salem,Tamil Nadu,594,527,41,13,22,84,84.8
2016-01-25,2016,1,4,Salem,Tamil Nadu,594,627,31,6,30,116,100.0
2016-02-01,2016,2,5,Salem,Tamil Nadu,594,422,35,6,13,25,68.0
2016-02-08,2016,2,6,Salem,Tamil Nadu,594,455,33,22,35,17,72.9
2016-02-15,2016,2,7,Salem,Tamil Nadu,594,407,13,6,12,29,66.5
2016-02-22,2016,2,8,Salem,Tamil Nadu,594,543,46,17,27,41,91.6
2016-02-29,2016,2,9,Salem,Tamil Nadu,594,495,23,10,31,36,82.8
2016-03-07,2016,3,10,Salem,Tamil Nadu,594,483,13,19,25,37,78.7
2016-03-14,2016,3,11,Salem,Tamil Nadu,594,433,24,23,32,36,76.8
2016-03-21,2016,3,12,Salem,Tamil Nadu,594,498,45,6,18,43,85.8
2016-03-28,2016,3,13,Salem,Tamil Nadu,594,492,47,10,12,47,76.8
2016-04-04,2016,4,14,Salem,Tamil Nadu,594,549,20,93,18,46,90.5
2016-04-11,2016,4,15,Salem,Tamil Nadu,594,489,20,90,27,33,87.8
2016-04-18,2016,4,16,Salem,Tamil Nadu,594,488,36,52,13,19,85.0
2016-04-25,2016,4,17,Salem,Tamil Nadu,594,537,38,74,26,42,93.0
2016-05-02,2016,5,18,Salem,Tamil Nadu,594,545,16,87,27,30,93.2
2016-05-09,2016,5,19,Salem,Tamil Nadu,594,430,26,61,19,22,73.0
2016-05-16,2016,5,20,Salem,Tamil Nadu,594,576,42,56,30,22,94.6
2016-05-23,2016,5,21,Salem,Tamil Nadu,594,590,44,70,12,42,94.9
2016-05-30,2016,5,22,Salem,Tamil Nadu,594,564,22,69,13,44,91.2
2016-06-06,2016,6,23,Salem,Tamil Nadu,594,545,46,15,69,21,90.3
2016-06-13,2016,6,24,Salem,Tamil Nadu,594,477,15,14,65,22,79.9
2016-06-20,2016,6,25,Salem,Tamil Nadu,594,461,15,15,51,34,77.4
2016-06-27,2016,6,26,Salem,Tamil Nadu,594,545,14,17,82,40,89.5
2016-07-04,2016,7,27,Salem,Tamil Nadu,594,502,34,19,81,45,88.8
2016-07-11,2016,7,28,Salem,Tamil Nadu,594,457,36,14,75,30,81.5
2016-07-18,2016,7,29,Salem,Tamil Nadu,594,476,38,23,69,45,81.2
2016-07-25,2016,7,30,Salem,Tamil Nadu,594,415,18,11,50,36,70.2
2016-08-01,2016,8,31,Salem,Tamil Nadu,594,466,47,21,27,28,77.7
2016-08-08,2016,8,32,Salem,Tamil Nadu,594,482,36,7,13,41,78.5
2016-08-15,2016,8,33,Salem,Tamil Nadu,594,429,28,12,18,30,67.4
2016-08-22,2016,8,34,Salem,Tamil Nadu,594,375,17,16,21,29,66.2
2016-08-29,2016,8,35,Salem,Tamil Nadu,594,426,37,10,12,18,66.8
2016-09-05,2016,9,36,Salem,Tamil Nadu,594,507,42,7,31,41,79.4
2016-09-12,2016,9,37,Salem,Tamil Nadu,594,491,16,11,27,40,82.3
2016-09-19,2016,9,38,Salem,Tamil Nadu,594,475,36,18,13,36,77.5
2016-09-26,2016,9,39,Salem,Tamil Nadu,594,386,41,6,12,21,68.1
2016-10-03,2016,10,40,Salem,Tamil Nadu,594,598,138,6,25,25,93.9
2016-10-10,2016,10,41,Salem,Tamil Nadu,594,580,172,11,28,21,100.0
2016-10-17,2016,10,42,Salem,Tamil Nadu,594,486,122,17,24,39,88.9
2016-10-24,2016,10,43,Salem,Tamil Nadu,594,599,133,20,17,37,95.5
2016-10-31,2016,10,44,Salem,Tamil Nadu,594,521,132,11,27,44,90.2
2016-11-07,2016,11,45,Salem,Tamil Nadu,594,620,157,20,12,47,100.0
2016-11-14,2016,11,46,Salem,Tamil Nadu,594,529,91,7,17,29,82.7
2016-11-21,2016,11,47,Salem,Tamil Nadu,594,588,154,8,32,23,99.1
2016-11-28,2016,11,48,Salem,Tamil Nadu,594,625,168,22,13,40,100.0
2016-12-05,2016,12,49,Salem,Tamil Nadu,594,564,142,21,16,112,100.0
2016-12-12,2016,12,50,Salem,Tamil Nadu,594,577,115,15,32,92,100.0
2016-12-19,2016,12,51,Salem,Tamil Nadu,594,633,150,20,24,109,100.0
2016-12-26,2016,12,52,Salem,Tamil Nadu,594,519,152,13,24,67,94.9
2017-01-02,2017,1,1,Salem,Tamil Nadu,594,490,41,11,31,71,87.2
2017-01-09,2017,1,2,Salem,Tamil Nadu,594,509,15,11,21,104,79.8
2017-01-16,2017,1,3,Salem,Tamil Nadu,594,450,18,6,24,75,81.1
2017-01-23,2017,1,4,Salem,Tamil Nadu,594,463,25,11,30,75,83.6
2017-01-30,2017,1,5,Salem,Tamil Nadu,594,530,23,16,34,92,89.4
2017-02-06,2017,2,6,Salem,Tamil Nadu,594,434,12,18,24,39,78.8
2017-02-13,2017,2,7,Salem,Tamil Nadu,594,365,28,15,15,19,65.1
2017-02-20,2017,2,8,Salem,Tamil Nadu,594,471,17,8,25,40,74.1
2017-02-27,2017,2,9,Salem,Tamil Nadu,594,407,14,6,20,24,66.2
2017-03-06,2017,3,10,Salem,Tamil Nadu,594,452,13,11,22,45,76.3
2017-03-13,2017,3,11,Salem,Tamil Nadu,594,450,36,17,35,33,78.4
2017-03-20,2017,3,12,Salem,Tamil Nadu,594,489,21,16,28,17,78.9
2017-03-27,2017,3,13,Salem,Tamil Nadu,594,479,42,7,22,18,83.3
2017-04-03,2017,4,14,Salem,Tamil Nadu,594,549,17,69,23,35,90.5
2017-04-10,2017,4,15,Salem,Tamil Nadu,594,613,44,94,27,28,100.0
2017-04-17,2017,4,16,Salem,Tamil Nadu,594,527,19,93,24,32,95.2
2017-04-24,2017,4,17,Salem,Tamil Nadu,594,556,46,95,16,27,93.0
2017-05-01,2017,5,18,Salem,Tamil Nadu,594,518,22,86,14,42,85.9
2017-05-08,2017,5,19,Salem,Tamil Nadu,594,399,13,55,23,27,72.9
2017-05-15,2017,5,20,Salem,Tamil Nadu,594,490,42,48,15,32,83.7
2017-05-22,2017,5,21,Salem,Tamil Nadu,594,444,22,57,27,31,77.2
2017-05-29,2017,5,22,Salem,Tamil Nadu,594,506,18,91,23,23,88.7
2017-06-05,2017,6,23,Salem,Tamil Nadu,594,512,20,12,50,36,89.6
2017-06-12,2017,6,24,Salem,Tamil Nadu,594,468,25,14,49,25,80.7
2017-06-19,2017,6,25,Salem,Tamil Nadu,594,466,43,23,52,40,78.7
2017-06-26,2017,6,26,Salem,Tamil Nadu,594,470,36,15,69,40,82.6
2017-07-03,2017,7,27,Salem,Tamil Nadu,594,523,22,17,69,36,92.1
2017-07-10,2017,7,28,Salem,Tamil Nadu,594,483,24,7,88,29,86.9
2017-07-17,2017,7,29,Salem,Tamil Nadu,594,570,37,18,60,30,93.1
2017-07-24,2017,7,30,Salem,Tamil Nadu,594,548,28,9,74,44,91.6
2017-07-31,2017,7,31,Salem,Tamil Nadu,594,488,16,7,73,36,80.8
2017-08-07,2017,8,32,Salem,Tamil Nadu,594,377,31,23,28,19,68.8
2017-08-14,2017,8,33,Salem,Tamil Nadu,594,421,18,6,34,42,71.0
2017-08-21,2017,8,34,Salem,Tamil Nadu,594,466,28,12,30,31,76.4
2017-08-28,2017,8,35,Salem,Tamil Nadu,594,380,25,6,24,33,68.5
2017-09-04,2017,9,36,Salem,Tamil Nadu,594,488,21,17,30,36,83.1
2017-09-11,2017,9,37,Salem,Tamil Nadu,594,387,45,10,29,21,70.5
2017-09-18,2017,9,38,Salem,Tamil Nadu,594,422,19,16,20,28,68.8
2017-09-25,2017,9,39,Salem,Tamil Nadu,594,381,22,6,14,32,68.8
2017-10-02,2017,10,40,Salem,Tamil Nadu,594,549,142,19,25,29,100.0
2017-10-09,2017,10,41,Salem,Tamil Nadu,594,518,111,10,16,35,94.3
2017-10-16,2017,10,42,Salem,Tamil Nadu,594,591,109,15,30,18,93.4
2017-10-23,2017,10,43,Salem,Tamil Nadu,594,525,118,19,19,30,95.4
2017-10-30,2017,10,44,Salem,Tamil Nadu,594,619,101,17,30,40,99.5
2017-11-06,2017,11,45,Salem,Tamil Nadu,594,572,110,6,34,18,94.8
2017-11-13,2017,11,46,Salem,Tamil Nadu,594,598,170,18,13,26,100.0
2017-11-20,2017,11,47,Salem,Tamil Nadu,594,600,123,8,27,24,95.5
2017-11-27,2017,11,48,Salem,Tamil Nadu,594,490,106,17,27,17,81.8
2017-12-04,2017,12,49,Salem,Tamil Nadu,594,493,93,6,29,85,88.8
2017-12-11,2017,12,50,Salem,Tamil Nadu,594,552,93,15,17,116,100.0
2017-12-18,2017,12,51,Salem,Tamil Nadu,594,607,107,14,17,68,100.0
2017-12-25,2017,12,52,Salem,Tamil Nadu,594,583,159,13,25,97,100.0
2018-01-01,2018,1,1,Salem,Tamil Nadu,594,509,39,6,22,91,79.9
2018-01-08,2018,1,2,Salem,Tamil Nadu,594,508,14,19,27,110,84.7
2018-01-15,2018,1,3,Salem,Tamil Nadu,594,546,45,9,29,116,85.9
2018-01-22,2018,1,4,Salem,Tamil Nadu,594,485,40,15,24,99,86.7
2018-01-29,2018,1,5,Salem,Tamil Nadu,594,500,45,15,24,59,83.9
2018-02-05,2018,2,6,Salem,Tamil Nadu,594,529,43,8,24,40,84.5
2018-02-12,2018,2,7,Salem,Tamil Nadu,594,419,35,15,21,44,74.0
2018-02-19,2018,2,8,Salem,Tamil Nadu,594,376,16,9,26,20,64.2
2018-02-26,2018,2,9,Salem,Tamil Nadu,594,503,27,14,28,34,84.8
2018-03-05,2018,3,10,Salem,Tamil Nadu,594,463,45,6,20,23,79.9
2018-03-12,2018,3,11,Salem,Tamil Nadu,594,528,40,23,34,22,87.2
2018-03-19,2018,3,12,Salem,Tamil Nadu,594,476,35,9,21,39,78.4
2018-03-26,2018,3,13,Salem,Tamil Nadu,594,520,28,20,11,47,82.0
2018-04-02,2018,4,14,Salem,Tamil Nadu,594,508,36,48,14,25,86.6
2018-04-09,2018,4,15,Salem,Tamil Nadu,594,454,25,79,30,32,80.3
2018-04-16,2018,4,16,Salem,Tamil Nadu,594,587,44,99,12,19,91.9
2018-04-23,2018,4,17,Salem,Tamil Nadu,594,464,29,96,22,43,83.3
2018-04-30,2018,4,18,Salem,Tamil Nadu,594,573,20,105,15,22,91.2
2018-05-07,2018,5,19,Salem,Tamil Nadu,594,528,45,57,30,38,87.3
2018-05-14,2018,5,20,Salem,Tamil Nadu,594,513,32,93,16,24,92.0
2018-05-21,2018,5,21,Salem,Tamil Nadu,594,542,46,106,31,37,88.3
2018-05-28,2018,5,22,Salem,Tamil Nadu,594,516,17,51,32,27,88.4
2018-06-04,2018,6,23,Salem,Tamil Nadu,594,514,14,11,55,24,81.5
2018-06-11,2018,6,24,Salem,Tamil Nadu,594,457,17,19,64,41,76.5
2018-06-18,2018,6,25,Salem,Tamil Nadu,594,428,27,10,87,26,76.8
2018-06-25,2018,6,26,Salem,Tamil Nadu,594,501,20,15,77,18,91.0
2018-07-02,2018,7,27,Salem,Tamil Nadu,594,471,35,9,77,37,83.4
2018-07-09,2018,7,28,Salem,Tamil Nadu,594,553,42,21,80,25,87.4
2018-07-16,2018,7,29,Salem,Tamil Nadu,594,601,29,16,87,32,97.3
2018-07-23,2018,7,30,Salem,Tamil Nadu,594,469,46,21,56,36,84.5
2018-07-30,2018,7,31,Salem,Tamil Nadu,594,484,19,22,84,43,88.1
2018-08-06,2018,8,32,Salem,Tamil Nadu,594,399,17,21,29,43,72.3
2018-08-13,2018,8,33,Salem,Tamil Nadu,594,473,31,18,13,20,81.7
2018-08-20,2018,8,34,Salem,Tamil Nadu,594,457,29,22,34,28,77.6
2018-08-27,2018,8,35,Salem,Tamil Nadu,594,465,31,18,19,23,77.0
2018-09-03,2018,9,36,Salem,Tamil Nadu,594,417,17,11,34,29,68.1
2018-09-10,2018,9,37,Salem,Tamil Nadu,594,424,30,22,18,30,69.3
2018-09-17,2018,9,38,Salem,Tamil Nadu,594,428,27,11,12,45,67.0
2018-09-24,2018,9,39,Salem,Tamil Nadu,594,442,41,14,18,25,75.8
2018-10-01,2018,10,40,Salem,Tamil Nadu,594,503,98,21,21,19,88.4
2018-10-08,2018,10,41,Salem,Tamil Nadu,594,550,169,14,33,42,100.0
2018-10-15,2018,10,42,Salem,Tamil Nadu,594,550,112,14,19,44,99.6
2018-10-22,2018,10,43,Salem,Tamil Nadu,594,636,164,17,26,47,100.0
2018-10-29,2018,10,44,Salem,Tamil Nadu,594,573,111,9,29,25,92.9
2018-11-05,2018,11,45,Salem,Tamil Nadu,594,549,161,18,11,18,97.8
2018-11-12,2018,11,46,Salem,Tamil Nadu,594,565,109,11,17,39,95.7
2018-11-19,2018,11,47,Salem,Tamil Nadu,594,517,115,23,19,46,93.6
2018-11-26,2018,11,48,Salem,Tamil Nadu,594,526,95,6,27,22,89.1
2018-12-03,2018,12,49,Salem,Tamil Nadu,594,602,138,9,12,113,100.0
2018-12-10,2018,12,50,Salem,Tamil Nadu,594,586,167,21,15,66,100.0
2018-12-17,2018,12,51,Salem,Tamil Nadu,594,585,156,9,29,63,100.0
2018-12-24,2018,12,52,Salem,Tamil Nadu,594,548,150,15,32,115,100.0
2018-12-31,2018,12,1,Salem,Tamil Nadu,594,631,171,13,30,84,100.0
2019-01-07,2019,1,2,Salem,Tamil Nadu,594,536,34,11,33,74,86.7
2019-01-14,2019,1,3,Salem,Tamil Nadu,594,609,19,12,34,95,95.9
2019-01-21,2019,1,4,Salem,Tamil Nadu,594,510,35,20,20,71,80.2
2019-01-28,2019,1,5,Salem,Tamil Nadu,594,523,13,21,31,76,82.5
2019-02-04,2019,2,6,Salem,Tamil Nadu,594,505,31,22,18,38,87.1
2019-02-11,2019,2,7,Salem,Tamil Nadu,594,484,35,16,30,30,83.5
2019-02-18,2019,2,8,Salem,Tamil Nadu,594,365,14,22,29,21,65.5
2019-02-25,2019,2,9,Salem,Tamil Nadu,594,438,14,15,25,44,68.6
2019-03-04,2019,3,10,Salem,Tamil Nadu,594,378,39,12,12,18,65.4
2019-03-11,2019,3,11,Salem,Tamil Nadu,594,414,17,12,16,43,66.9
2019-03-18,2019,3,12,Salem,Tamil Nadu,594,385,20,10,20,44,69.3
2019-03-25,2019,3,13,Salem,Tamil Nadu,594,442,31,16,21,18,69.1
2019-04-01,2019,4,14,Salem,Tamil Nadu,594,515,14,86,13,25,83.1
2019-04-08,2019,4,15,Salem,Tamil Nadu,594,629,35,88,32,37,100.0
2019-04-15,2019,4,16,Salem,Tamil Nadu,594,495,36,49,26,28,87.5
2019-04-22,2019,4,17,Salem,Tamil Nadu,594,522,25,86,13,44,84.4
2019-04-29,2019,4,18,Salem,Tamil Nadu,594,574,14,84,29,30,91.4
2019-05-06,2019,5,19,Salem,Tamil Nadu,594,552,30,92,24,43,100.0
2019-05-13,2019,5,20,Salem,Tamil Nadu,594,458,25,61,23,45,81.7
2019-05-20,2019,5,21,Salem,Tamil Nadu,594,495,18,83,32,30,78.9
2019-05-27,2019,5,22,Salem,Tamil Nadu,594,593,33,90,14,19,96.3
2019-06-03,2019,6,23,Salem,Tamil Nadu,594,493,37,19,51,40,81.4
2019-06-10,2019,6,24,Salem,Tamil Nadu,594,550,26,22,53,33,86.2
2019-06-17,2019,6,25,Salem,Tamil Nadu,594,553,23,19,86,36,91.0
2019-06-24,2019,6,26,Salem,Tamil Nadu,594,482,33,12,84,26,80.9
2019-07-01,2019,7,27,Salem,Tamil Nadu,594,537,20,23,66,43,91.3
2019-07-08,2019,7,28,Salem,Tamil Nadu,594,494,34,17,50,32,86.2
2019-07-15,2019,7,29,Salem,Tamil Nadu,594,480,45,12,68,46,84.9
2019-07-22,2019,7,30,Salem,Tamil Nadu,594,542,29,17,78,38,96.8
2019-07-29,2019,7,31,Salem,Tamil Nadu,594,452,23,9,53,35,75.6
2019-08-05,2019,8,32,Salem,Tamil Nadu,594,539,28,9,14,40,85.0
2019-08-12,2019,8,33,Salem,Tamil Nadu,594,434,14,22,15,31,70.6
2019-08-19,2019,8,34,Salem,Tamil Nadu,594,402,37,13,18,46,73.2
2019-08-26,2019,8,35,Salem,Tamil Nadu,594,456,21,6,27,37,81.5
2019-09-02,2019,9,36,Salem,Tamil Nadu,594,442,42,16,25,38,79.7
2019-09-09,2019,9,37,Salem,Tamil Nadu,594,388,46,18,15,28,69.9
2019-09-16,2019,9,38,Salem,Tamil Nadu,594,500,37,9,16,39,85.1
2019-09-23,2019,9,39,Salem,Tamil Nadu,594,434,22,21,24,42,73.8
2019-09-30,2019,9,40,Salem,Tamil Nadu,594,532,29,19,22,28,85.7
2019-10-07,2019,10,41,Salem,Tamil Nadu,594,595,117,19,25,23,97.0
2019-10-14,2019,10,42,Salem,Tamil Nadu,594,510,170,13,25,21,91.7
2019-10-21,2019,10,43,Salem,Tamil Nadu,594,582,176,22,27,34,100.0
2019-10-28,2019,10,44,Salem,Tamil Nadu,594,575,108,17,26,22,93.4
2019-11-04,2019,11,45,Salem,Tamil Nadu,594,525,126,20,16,22,93.7
2019-11-11,2019,11,46,Salem,Tamil Nadu,594,612,128,19,17,24,100.0
2019-11-18,2019,11,47,Salem,Tamil Nadu,594,579,166,6,26,43,92.0
2019-11-25,2019,11,48,Salem,Tamil Nadu,594,603,152,7,15,44,96.5
