date,year,month,week_number,day_of_year,district,state,min_temperature_c
2020-11-28,2020,11,48,333,Kanyakumari,Tamil Nadu,23.55
2020-11-28,2020,11,48,333,Namakkal,Tamil Nadu,22.04
2020-11-28,2020,11,48,333,Karur,Tamil Nadu,22.98
2020-11-28,2020,11,48,333,Cuddalore,Tamil Nadu,23.29
2020-11-28,2020,11,48,333,Nagapattinam,Tamil Nadu,23.44
2020-11-28,2020,11,48,333,Virudhunagar,Tamil Nadu,22.12
2020-11-28,2020,11,48,333,Sivagangai,Tamil Nadu,22.04
2020-11-28,2020,11,48,333,Ramanathapuram,Tamil Nadu,22.04
2020-11-28,2020,11,48,333,Tiruppur,Tamil Nadu,18.66
2020-11-29,2020,11,48,334,Chennai,Tamil Nadu,22.83
2020-11-29,2020,11,48,334,Coimbatore,Tamil Nadu,19.0
2020-11-29,2020,11,48,334,Madurai,Tamil Nadu,22.2
2020-11-29,2020,11,48,334,Salem,Tamil Nadu,22.52
2020-11-29,2020,11,48,334,Trichy,Tamil Nadu,23.25
2020-11-29,2020,11,48,334,Tirunelveli,Tamil Nadu,23.99
2020-11-29,2020,11,48,334,Erode,Tamil Nadu,19.17
2020-11-29,2020,11,48,334,Vellore,Tamil Nadu,22.98
2020-11-29,2020,11,48,334,Thoothukudi,Tamil Nadu,23.78
2020-11-29,2020,11,48,334,Thanjavur,Tamil Nadu,23.74
2020-11-29,2020,11,48,334,Dindigul,Tamil Nadu,19.78
2020-11-29,2020,11,48,334,Kanyakumari,Tamil Nadu,23.99
2020-11-29,2020,11,48,334,Namakkal,Tamil Nadu,22.52
2020-11-29,2020,11,48,334,Karur,Tamil Nadu,23.25
2020-11-29,2020,11,48,334,Cuddalore,Tamil Nadu,23.78
2020-11-29,2020,11,48,334,Nagapattinam,Tamil Nadu,23.74
2020-11-29,2020,11,48,334,Virudhunagar,Tamil Nadu,22.61
2020-11-29,2020,11,48,334,Sivagangai,Tamil Nadu,22.2
2020-11-29,2020,11,48,334,Ramanathapuram,Tamil Nadu,22.2
2020-11-29,2020,11,48,334,Tiruppur,Tamil Nadu,19.17
2020-11-30,2020,11,49,335,Chennai,Tamil Nadu,22.72
2020-11-30,2020,11,49,335,Coimbatore,Tamil Nadu,19.04
2020-11-30,2020,11,49,335,Madurai,Tamil Nadu,22.36
2020-11-30,2020,11,49,335,Salem,Tamil Nadu,22.57
2020-11-30,2020,11,49,335,Trichy,Tamil Nadu,23.13
2020-11-30,2020,11,49,335,Tirunelveli,Tamil Nadu,24.17
2020-11-30,2020,11,49,335,Erode,Tamil Nadu,19.3
2020-11-30,2020,11,49,335,Vellore,Tamil Nadu,22.92
2020-11-30,2020,11,49,335,Thoothukudi,Tamil Nadu,24.15
2020-11-30,2020,11,49,335,Thanjavur,Tamil Nadu,23.61
2020-11-30,2020,11,49,335,Dindigul,Tamil Nadu,19.98
2020-11-30,2020,11,49,335,Kanyakumari,Tamil Nadu,24.17
2020-11-30,2020,11,49,335,Namakkal,Tamil Nadu,22.57
2020-11-30,2020,11,49,335,Karur,Tamil Nadu,23.13
2020-11-30,2020,11,49,335,Cuddalore,Tamil Nadu,23.73
2020-11-30,2020,11,49,335,Nagapattinam,Tamil Nadu,23.61
2020-11-30,2020,11,49,335,Virudhunagar,Tamil Nadu,22.81
2020-11-30,2020,11,49,335,Sivagangai,Tamil Nadu,22.36
2020-11-30,2020,11,49,335,Ramanathapuram,Tamil Nadu,22.36
2020-11-30,2020,11,49,335,Tiruppur,Tamil Nadu,19.3
2020-12-01,2020,12,49,336,Chennai,Tamil Nadu,21.54
2020-12-01,2020,12,49,336,Coimbatore,Tamil Nadu,17.99
2020-12-01,2020,12,49,336,Madurai,Tamil Nadu,21.97
2020-12-01,2020,12,49,336,Salem,Tamil Nadu,21.24
2020-12-01,2020,12,49,336,Trichy,Tamil Nadu,22.31
2020-12-01,2020,12,49,336,Tirunelveli,Tamil Nadu,23.87
2020-12-01,2020,12,49,336,Erode,Tamil Nadu,18.08
2020-12-01,2020,12,49,336,Vellore,Tamil Nadu,21.62
2020-12-01,2020,12,49,336,Thoothukudi,Tamil Nadu,23.76
2020-12-01,2020,12,49,336,Thanjavur,Tamil Nadu,22.69
2020-12-01,2020,12,49,336,Dindigul,Tamil Nadu,19.38
2020-12-01,2020,12,49,336,Kanyakumari,Tamil Nadu,23.87
2020-12-01,2020,12,49,336,Namakkal,Tamil Nadu,21.24
2020-12-01,2020,12,49,336,Karur,Tamil Nadu,22.31
2020-12-01,2020,12,49,336,Cuddalore,Tamil Nadu,22.67
2020-12-01,2020,12,49,336,Nagapattinam,Tamil Nadu,22.69
2020-12-01,2020,12,49,336,Virudhunagar,Tamil Nadu,22.43
2020-12-01,2020,12,49,336,Sivagangai,Tamil Nadu,21.97
2020-12-01,2020,12,49,336,Ramanathapuram,Tamil Nadu,21.97
2020-12-01,2020,12,49,336,Tiruppur,Tamil Nadu,18.08
2020-12-02,2020,12,49,337,Chennai,Tamil Nadu,21.39
2020-12-02,2020,12,49,337,Coimbatore,Tamil Nadu,17.71
2020-12-02,2020,12,49,337,Madurai,Tamil Nadu,21.87
2020-12-02,2020,12,49,337,Salem,Tamil Nadu,21.18
2020-12-02,2020,12,49,337,Trichy,Tamil Nadu,22.39
2020-12-02,2020,12,49,337,Tirunelveli,Tamil Nadu,23.6
2020-12-02,2020,12,49,337,Erode,Tamil Nadu,18.2
2020-12-02,2020,12,49,337,Vellore,Tamil Nadu,21.62
2020-12-02,2020,12,49,337,Thoothukudi,Tamil Nadu,23.79
2020-12-02,2020,12,49,337,Thanjavur,Tamil Nadu,22.98
2020-12-02,2020,12,49,337,Dindigul,Tamil Nadu,19.16
2020-12-02,2020,12,49,337,Kanyakumari,Tamil Nadu,23.6
2020-12-02,2020,12,49,337,Namakkal,Tamil Nadu,21.18
2020-12-02,2020,12,49,337,Karur,Tamil Nadu,22.39
2020-12-02,2020,12,49,337,Cuddalore,Tamil Nadu,23.02
2020-12-02,2020,12,49,337,Nagapattinam,Tamil Nadu,22.98
2020-12-02,2020,12,49,337,Virudhunagar,Tamil Nadu,21.89
2020-12-02,2020,12,49,337,Sivagangai,Tamil Nadu,21.87
2020-12-02,2020,12,49,337,Ramanathapuram,Tamil Nadu,21.87
2020-12-02,2020,12,49,337,Tiruppur,Tamil Nadu,18.2
2020-12-03,2020,12,49,338,Chennai,Tamil Nadu,21.85
2020-12-03,2020,12,49,338,Coimbatore,Tamil Nadu,19.21
2020-12-03,2020,12,49,338,Madurai,Tamil Nadu,21.46
2020-12-03,2020,12,49,338,Salem,Tamil Nadu,21.73
2020-12-03,2020,12,49,338,Trichy,Tamil Nadu,22.34
2020-12-03,2020,12,49,338,Tirunelveli,Tamil Nadu,23.6
2020-12-03,2020,12,49,338,Erode,Tamil Nadu,19.36
2020-12-03,2020,12,49,338,Vellore,Tamil Nadu,21.7
2020-12-03,2020,12,49,338,Thoothukudi,Tamil Nadu,23.35
2020-12-03,2020,12,49,338,Thanjavur,Tamil Nadu,22.64
2020-12-03,2020,12,49,338,Dindigul,Tamil Nadu,20.31
2020-12-03,2020,12,49,338,Kanyakumari,Tamil Nadu,23.6
2020-12-03,2020,12,49,338,Namakkal,Tamil Nadu,21.73
2020-12-03,2020,12,49,338,Karur,Tamil Nadu,22.34
2020-12-03,2020,12,49,338,Cuddalore,Tamil Nadu,22.71
2020-12-03,2020,12,49,338,Nagapattinam,Tamil Nadu,22.64
2020-12-03,2020,12,49,338,Virudhunagar,Tamil Nadu,22.45
2020-12-03,2020,12,49,338,Sivagangai,Tamil Nadu,21.46
2020-12-03,2020,12,49,338,Ramanathapuram,Tamil Nadu,21.46
2020-12-03,2020,12,49,338,Tiruppur,Tamil Nadu,19.36
2020-12-04,2020,12,49,339,Chennai,Tamil Nadu,22.87
2020-12-04,2020,12,49,339,Coimbatore,Tamil Nadu,19.21
2020-12-04,2020,12,49,339,Madurai,Tamil Nadu,22.12
2020-12-04,2020,12,49,339,Salem,Tamil Nadu,22.8
2020-12-04,2020,12,49,339,Trichy,Tamil Nadu,23.08
2020-12-04,2020,12,49,339,Tirunelveli,Tamil Nadu,23.64
2020-12-04,2020,12,49,339,Erode,Tamil Nadu,19.81
2020-12-04,2020,12,49,339,Vellore,Tamil Nadu,22.86
2020-12-04,2020,12,49,339,Thoothukudi,Tamil Nadu,23.78
2020-12-04,2020,12,49,339,Thanjavur,Tamil Nadu,23.52
2020-12-04,2020,12,49,339,Dindigul,Tamil Nadu,20.09
2020-12-04,2020,12,49,339,Kanyakumari,Tamil Nadu,23.64
2020-12-04,2020,12,49,339,Namakkal,Tamil Nadu,22.8
2020-12-04,2020,12,49,339,Karur,Tamil Nadu,23.08
2020-12-04,2020,12,49,339,Cuddalore,Tamil Nadu,23.75
2020-12-04,2020,12,49,339,Nagapattinam,Tamil Nadu,23.52
2020-12-04,2020,12,49,339,Virudhunagar,Tamil Nadu,22.37
2020-12-04,2020,12,49,339,Sivagangai,Tamil Nadu,22.12
2020-12-04,2020,12,49,339,Ramanathapuram,Tamil Nadu,22.12
2020-12-04,2020,12,49,339,Tiruppur,Tamil Nadu,19.81
2020-12-05,2020,12,49,340,Chennai,Tamil Nadu,22.65
2020-12-05,2020,12,49,340,Coimbatore,Tamil Nadu,19.74
2020-12-05,2020,12,49,340,Madurai,Tamil Nadu,21.87
2020-12-05,2020,12,49,340,Salem,Tamil Nadu,22.6
2020-12-05,2020,12,49,340,Trichy,Tamil Nadu,23.0
2020-12-05,2020,12,49,340,Tirunelveli,Tamil Nadu,23.58
2020-12-05,2020,12,49,340,Erode,Tamil Nadu,20.13
2020-12-05,2020,12,49,340,Vellore,Tamil Nadu,22.58
2020-12-05,2020,12,49,340,Thoothukudi,Tamil Nadu,23.6
2020-12-05,2020,12,49,340,Thanjavur,Tamil Nadu,23.61
2020-12-05,2020,12,49,340,Dindigul,Tamil Nadu,20.39
2020-12-05,2020,12,49,340,Kanyakumari,Tamil Nadu,23.58
2020-12-05,2020,12,49,340,Namakkal,Tamil Nadu,22.6
2020-12-05,2020,12,49,340,Karur,Tamil Nadu,23.0
2020-12-05,2020,12,49,340,Cuddalore,Tamil Nadu,23.65
2020-12-05,2020,12,49,340,Nagapattinam,Tamil Nadu,23.61
2020-12-05,2020,12,49,340,Virudhunagar,Tamil Nadu,22.25
2020-12-05,2020,12,49,340,Sivagangai,Tamil Nadu,21.87
2020-12-05,2020,12,49,340,Ramanathapuram,Tamil Nadu,21.87
2020-12-05,2020,12,49,340,Tiruppur,Tamil Nadu,20.13
2020-12-06,2020,12,49,341,Chennai,Tamil Nadu,22.93
2020-12-06,2020,12,49,341,Coimbatore,Tamil Nadu,19.78
2020-12-06,2020,12,49,341,Madurai,Tamil Nadu,22.37
2020-12-06,2020,12,49,341,Salem,Tamil Nadu,22.92
2020-12-06,2020,12,49,341,Trichy,Tamil Nadu,23.64
2020-12-06,2020,12,49,341,Tirunelveli,Tamil Nadu,24.3
2020-12-06,2020,12,49,341,Erode,Tamil Nadu,20.23
2020-12-06,2020,12,49,341,Vellore,Tamil Nadu,22.83
2020-12-06,2020,12,49,341,Thoothukudi,Tamil Nadu,24.15
2020-12-06,2020,12,49,341,Thanjavur,Tamil Nadu,24.18
2020-12-06,2020,12,49,341,Dindigul,Tamil Nadu,20.96
2020-12-06,2020,12,49,341,Kanyakumari,Tamil Nadu,24.3
2020-12-06,2020,12,49,341,Namakkal,Tamil Nadu,22.92
2020-12-06,2020,12,49,341,Karur,Tamil Nadu,23.64
2020-12-06,2020,12,49,341,Cuddalore,Tamil Nadu,24.03
2020-12-06,2020,12,49,341,Nagapattinam,Tamil Nadu,24.18
2020-12-06,2020,12,49,341,Virudhunagar,Tamil Nadu,22.97
2020-12-06,2020,12,49,341,Sivagangai,Tamil Nadu,22.37
2020-12-06,2020,12,49,341,Ramanathapuram,Tamil Nadu,22.37
2020-12-06,2020,12,49,341,Tiruppur,Tamil Nadu,20.23
2020-12-07,2020,12,50,342,Chennai,Tamil Nadu,23.0
2020-12-07,2020,12,50,342,Coimbatore,Tamil Nadu,19.46
2020-12-07,2020,12,50,342,Madurai,Tamil Nadu,21.97
2020-12-07,2020,12,50,342,Salem,Tamil Nadu,23.17
2020-12-07,2020,12,50,342,Trichy,Tamil Nadu,23.19
2020-12-07,2020,12,50,342,Tirunelveli,Tamil Nadu,23.55
2020-12-07,2020,12,50,342,Erode,Tamil Nadu,20.24
2020-12-07,2020,12,50,342,Vellore,Tamil Nadu,22.95
2020-12-07,2020,12,50,342,Thoothukudi,Tamil Nadu,23.7
2020-12-07,2020,12,50,342,Thanjavur,Tamil Nadu,23.99
2020-12-07,2020,12,50,342,Dindigul,Tamil Nadu,20.31
2020-12-07,2020,12,50,342,Kanyakumari,Tamil Nadu,23.55
2020-12-07,2020,12,50,342,Namakkal,Tamil Nadu,23.17
2020-12-07,2020,12,50,342,Karur,Tamil Nadu,23.19
2020-12-07,2020,12,50,342,Cuddalore,Tamil Nadu,24.13
2020-12-07,2020,12,50,342,Nagapattinam,Tamil Nadu,23.99
2020-12-07,2020,12,50,342,Virudhunagar,Tamil Nadu,22.24
2020-12-07,2020,12,50,342,Sivagangai,Tamil Nadu,21.97
2020-12-07,2020,12,50,342,Ramanathapuram,Tamil Nadu,21.97
2020-12-07,2020,12,50,342,Tiruppur,Tamil Nadu,20.24
2020-12-08,2020,12,50,343,Chennai,Tamil Nadu,23.17
2020-12-08,2020,12,50,343,Coimbatore,Tamil Nadu,19.46
2020-12-08,2020,12,50,343,Madurai,Tamil Nadu,22.06
2020-12-08,2020,12,50,343,Salem,Tamil Nadu,23.04
2020-12-08,2020,12,50,343,Trichy,Tamil Nadu,23.28
2020-12-08,2020,12,50,343,Tirunelveli,Tamil Nadu,23.75
2020-12-08,2020,12,50,343,Erode,Tamil Nadu,19.84
2020-12-08,2020,12,50,343,Vellore,Tamil Nadu,23.18
2020-12-08,2020,12,50,343,Thoothukudi,Tamil Nadu,23.84
2020-12-08,2020,12,50,343,Thanjavur,Tamil Nadu,23.87
2020-12-08,2020,12,50,343,Dindigul,Tamil Nadu,20.46
2020-12-08,2020,12,50,343,Kanyakumari,Tamil Nadu,23.75
2020-12-08,2020,12,50,343,Namakkal,Tamil Nadu,23.04
2020-12-08,2020,12,50,343,Karur,Tamil Nadu,23.28
2020-12-08,2020,12,50,343,Cuddalore,Tamil Nadu,24.06
2020-12-08,2020,12,50,343,Nagapattinam,Tamil Nadu,23.87
2020-12-08,2020,12,50,343,Virudhunagar,Tamil Nadu,22.51
2020-12-08,2020,12,50,343,Sivagangai,Tamil Nadu,22.06
2020-12-08,2020,12,50,343,Ramanathapuram,Tamil Nadu,22.06
2020-12-08,2020,12,50,343,Tiruppur,Tamil Nadu,19.84
2020-12-09,2020,12,50,344,Chennai,Tamil Nadu,22.96
2020-12-09,2020,12,50,344,Coimbatore,Tamil Nadu,19.24
2020-12-09,2020,12,50,344,Madurai,Tamil Nadu,22.56
2020-12-09,2020,12,50,344,Salem,Tamil Nadu,22.69
2020-12-09,2020,12,50,344,Trichy,Tamil Nadu,23.39
2020-12-09,2020,12,50,344,Tirunelveli,Tamil Nadu,24.06
2020-12-09,2020,12,50,344,Erode,Tamil Nadu,19.86
2020-12-09,2020,12,50,344,Vellore,Tamil Nadu,22.92
2020-12-09,2020,12,50,344,Thoothukudi,Tamil Nadu,24.31
2020-12-09,2020,12,50,344,Thanjavur,Tamil Nadu,23.98
2020-12-09,2020,12,50,344,Dindigul,Tamil Nadu,20.24
2020-12-09,2020,12,50,344,Kanyakumari,Tamil Nadu,24.06
2020-12-09,2020,12,50,344,Namakkal,Tamil Nadu,22.69
2020-12-09,2020,12,50,344,Karur,Tamil Nadu,23.39
2020-12-09,2020,12,50,344,Cuddalore,Tamil Nadu,24.04
2020-12-09,2020,12,50,344,Nagapattinam,Tamil Nadu,23.98
2020-12-09,2020,12,50,344,Virudhunagar,Tamil Nadu,22.7
2020-12-09,2020,12,50,344,Sivagangai,Tamil Nadu,22.56
2020-12-09,2020,12,50,344,Ramanathapuram,Tamil Nadu,22.56
2020-12-09,2020,12,50,344,Tiruppur,Tamil Nadu,19.86
2020-12-10,2020,12,50,345,Chennai,Tamil Nadu,21.34
2020-12-10,2020,12,50,345,Coimbatore,Tamil Nadu,19.06
2020-12-10,2020,12,50,345,Madurai,Tamil Nadu,22.04
2020-12-10,2020,12,50,345,Salem,Tamil Nadu,21.5
2020-12-10,2020,12,50,345,Trichy,Tamil Nadu,22.68
2020-12-10,2020,12,50,345,Tirunelveli,Tamil Nadu,23.93
2020-12-10,2020,12,50,345,Erode,Tamil Nadu,19.16
2020-12-10,2020,12,50,345,Vellore,Tamil Nadu,21.28
2020-12-10,2020,12,50,345,Thoothukudi,Tamil Nadu,23.79
2020-12-10,2020,12,50,345,Thanjavur,Tamil Nadu,22.9
2020-12-10,2020,12,50,345,Dindigul,Tamil Nadu,20.26
2020-12-10,2020,12,50,345,Kanyakumari,Tamil Nadu,23.93
2020-12-10,2020,12,50,345,Namakkal,Tamil Nadu,21.5
2020-12-10,2020,12,50,345,Karur,Tamil Nadu,22.68
2020-12-10,2020,12,50,345,Cuddalore,Tamil Nadu,22.75
2020-12-10,2020,12,50,345,Nagapattinam,Tamil Nadu,22.9
2020-12-10,2020,12,50,345,Virudhunagar,Tamil Nadu,22.66
2020-12-10,2020,12,50,345,Sivagangai,Tamil Nadu,22.04
2020-12-10,2020,12,50,345,Ramanathapuram,Tamil Nadu,22.04
2020-12-10,2020,12,50,345,Tiruppur,Tamil Nadu,19.16
2020-12-11,2020,12,50,346,Chennai,Tamil Nadu,20.78
2020-12-11,2020,12,50,346,Coimbatore,Tamil Nadu,17.79
2020-12-11,2020,12,50,346,Madurai,Tamil Nadu,21.67
2020-12-11,2020,12,50,346,Salem,Tamil Nadu,21.04
2020-12-11,2020,12,50,346,Trichy,Tamil Nadu,22.02
2020-12-11,2020,12,50,346,Tirunelveli,Tamil Nadu,23.55
2020-12-11,2020,12,50,346,Erode,Tamil Nadu,17.86
2020-12-11,2020,12,50,346,Vellore,Tamil Nadu,20.75
2020-12-11,2020,12,50,346,Thoothukudi,Tamil Nadu,23.53
2020-12-11,2020,12,50,346,Thanjavur,Tamil Nadu,22.42
2020-12-11,2020,12,50,346,Dindigul,Tamil Nadu,19.09
2020-12-11,2020,12,50,346,Kanyakumari,Tamil Nadu,23.55
2020-12-11,2020,12,50,346,Namakkal,Tamil Nadu,21.04
2020-12-11,2020,12,50,346,Karur,Tamil Nadu,22.02
2020-12-11,2020,12,50,346,Cuddalore,Tamil Nadu,22.38
2020-12-11,2020,12,50,346,Nagapattinam,Tamil Nadu,22.42
2020-12-11,2020,12,50,346,Virudhunagar,Tamil Nadu,21.9
2020-12-11,2020,12,50,346,Sivagangai,Tamil Nadu,21.67
2020-12-11,2020,12,50,346,Ramanathapuram,Tamil Nadu,21.67
2020-12-11,2020,12,50,346,Tiruppur,Tamil Nadu,17.86
2020-12-12,2020,12,50,347,Chennai,Tamil Nadu,20.33
2020-12-12,2020,12,50,347,Coimbatore,Tamil Nadu,17.62
2020-12-12,2020,12,50,347,Madurai,Tamil Nadu,21.31
2020-12-12,2020,12,50,347,Salem,Tamil Nadu,20.31
2020-12-12,2020,12,50,347,Trichy,Tamil Nadu,21.59
2020-12-12,2020,12,50,347,Tirunelveli,Tamil Nadu,23.32
2020-12-12,2020,12,50,347,Erode,Tamil Nadu,17.75
2020-12-12,2020,12,50,347,Vellore,Tamil Nadu,20.14
2020-12-12,2020,12,50,347,Thoothukudi,Tamil Nadu,23.15
2020-12-12,2020,12,50,347,Thanjavur,Tamil Nadu,22.1
2020-12-12,2020,12,50,347,Dindigul,Tamil Nadu,18.76
2020-12-12,2020,12,50,347,Kanyakumari,Tamil Nadu,23.32
2020-12-12,2020,12,50,347,Namakkal,Tamil Nadu,20.31
2020-12-12,2020,12,50,347,Karur,Tamil Nadu,21.59
2020-12-12,2020,12,50,347,Cuddalore,Tamil Nadu,21.9
2020-12-12,2020,12,50,347,Nagapattinam,Tamil Nadu,22.1
2020-12-12,2020,12,50,347,Virudhunagar,Tamil Nadu,21.59
2020-12-12,2020,12,50,347,Sivagangai,Tamil Nadu,21.31
2020-12-12,2020,12,50,347,Ramanathapuram,Tamil Nadu,21.31
2020-12-12,2020,12,50,347,Tiruppur,Tamil Nadu,17.75
2020-12-13,2020,12,50,348,Chennai,Tamil Nadu,20.76
2020-12-13,2020,12,50,348,Coimbatore,Tamil Nadu,17.52
2020-12-13,2020,12,50,348,Madurai,Tamil Nadu,21.45
2020-12-13,2020,12,50,348,Salem,Tamil Nadu,20.77
2020-12-13,2020,12,50,348,Trichy,Tamil Nadu,21.94
2020-12-13,2020,12,50,348,Tirunelveli,Tamil Nadu,23.11
2020-12-13,2020,12,50,348,Erode,Tamil Nadu,17.72
2020-12-13,2020,12,50,348,Vellore,Tamil Nadu,20.72
2020-12-13,2020,12,50,348,Thoothukudi,Tamil Nadu,23.18
2020-12-13,2020,12,50,348,Thanjavur,Tamil Nadu,22.4
2020-12-13,2020,12,50,348,Dindigul,Tamil Nadu,18.77
2020-12-13,2020,12,50,348,Kanyakumari,Tamil Nadu,23.11
2020-12-13,2020,12,50,348,Namakkal,Tamil Nadu,20.77
2020-12-13,2020,12,50,348,Karur,Tamil Nadu,21.94
2020-12-13,2020,12,50,348,Cuddalore,Tamil Nadu,22.27
2020-12-13,2020,12,50,348,Nagapattinam,Tamil Nadu,22.4
2020-12-13,2020,12,50,348,Virudhunagar,Tamil Nadu,21.43
2020-12-13,2020,12,50,348,Sivagangai,Tamil Nadu,21.45
2020-12-13,2020,12,50,348,Ramanathapuram,Tamil Nadu,21.45
2020-12-13,2020,12,50,348,Tiruppur,Tamil Nadu,17.72
2020-12-14,2020,12,51,349,Chennai,Tamil Nadu,21.42
2020-12-14,2020,12,51,349,Coimbatore,Tamil Nadu,16.84
2020-12-14,2020,12,51,349,Madurai,Tamil Nadu,21.18
2020-12-14,2020,12,51,349,Salem,Tamil Nadu,20.78
2020-12-14,2020,12,51,349,Trichy,Tamil Nadu,21.76
2020-12-14,2020,12,51,349,Tirunelveli,Tamil Nadu,22.7
2020-12-14,2020,12,51,349,Erode,Tamil Nadu,17.17
2020-12-14,2020,12,51,349,Vellore,Tamil Nadu,21.1
2020-12-14,2020,12,51,349,Thoothukudi,Tamil Nadu,22.93
2020-12-14,2020,12,51,349,Thanjavur,Tamil Nadu,22.33
2020-12-14,2020,12,51,349,Dindigul,Tamil Nadu,18.42
2020-12-14,2020,12,51,349,Kanyakumari,Tamil Nadu,22.7
2020-12-14,2020,12,51,349,Namakkal,Tamil Nadu,20.78
2020-12-14,2020,12,51,349,Karur,Tamil Nadu,21.76
2020-12-14,2020,12,51,349,Cuddalore,Tamil Nadu,22.22
2020-12-14,2020,12,51,349,Nagapattinam,Tamil Nadu,22.33
2020-12-14,2020,12,51,349,Virudhunagar,Tamil Nadu,21.3
2020-12-14,2020,12,51,349,Sivagangai,Tamil Nadu,21.18
2020-12-14,2020,12,51,349,Ramanathapuram,Tamil Nadu,21.18
2020-12-14,2020,12,51,349,Tiruppur,Tamil Nadu,17.17
2020-12-15,2020,12,51,350,Chennai,Tamil Nadu,20.81
2020-12-15,2020,12,51,350,Coimbatore,Tamil Nadu,16.73
2020-12-15,2020,12,51,350,Madurai,Tamil Nadu,20.7
2020-12-15,2020,12,51,350,Salem,Tamil Nadu,20.27
2020-12-15,2020,12,51,350,Trichy,Tamil Nadu,21.33
2020-12-15,2020,12,51,350,Tirunelveli,Tamil Nadu,22.29
2020-12-15,2020,12,51,350,Erode,Tamil Nadu,17.06
2020-12-15,2020,12,51,350,Vellore,Tamil Nadu,20.4
2020-12-15,2020,12,51,350,Thoothukudi,Tamil Nadu,22.52
2020-12-15,2020,12,51,350,Thanjavur,Tamil Nadu,22.0
2020-12-15,2020,12,51,350,Dindigul,Tamil Nadu,18.27
2020-12-15,2020,12,51,350,Kanyakumari,Tamil Nadu,22.29
2020-12-15,2020,12,51,350,Namakkal,Tamil Nadu,20.27
2020-12-15,2020,12,51,350,Karur,Tamil Nadu,21.33
2020-12-15,2020,12,51,350,Cuddalore,Tamil Nadu,22.1
2020-12-15,2020,12,51,350,Nagapattinam,Tamil Nadu,22.0
2020-12-15,2020,12,51,350,Virudhunagar,Tamil Nadu,20.65
2020-12-15,2020,12,51,350,Sivagangai,Tamil Nadu,20.7
2020-12-15,2020,12,51,350,Ramanathapuram,Tamil Nadu,20.7
2020-12-15,2020,12,51,350,Tiruppur,Tamil Nadu,17.06
2020-12-16,2020,12,51,351,Chennai,Tamil Nadu,22.18
2020-12-16,2020,12,51,351,Coimbatore,Tamil Nadu,18.68
2020-12-16,2020,12,51,351,Madurai,Tamil Nadu,21.4
2020-12-16,2020,12,51,351,Salem,Tamil Nadu,22.17
2020-12-16,2020,12,51,351,Trichy,Tamil Nadu,22.76
2020-12-16,2020,12,51,351,Tirunelveli,Tamil Nadu,22.99
2020-12-16,2020,12,51,351,Erode,Tamil Nadu,19.14
2020-12-16,2020,12,51,351,Vellore,Tamil Nadu,22.14
2020-12-16,2020,12,51,351,Thoothukudi,Tamil Nadu,23.17
2020-12-16,2020,12,51,351,Thanjavur,Tamil Nadu,23.27
2020-12-16,2020,12,51,351,Dindigul,Tamil Nadu,19.91
2020-12-16,2020,12,51,351,Kanyakumari,Tamil Nadu,22.99
2020-12-16,2020,12,51,351,Namakkal,Tamil Nadu,22.17
2020-12-16,2020,12,51,351,Karur,Tamil Nadu,22.76
2020-12-16,2020,12,51,351,Cuddalore,Tamil Nadu,23.53
2020-12-16,2020,12,51,351,Nagapattinam,Tamil Nadu,23.27
2020-12-16,2020,12,51,351,Virudhunagar,Tamil Nadu,21.86
2020-12-16,2020,12,51,351,Sivagangai,Tamil Nadu,21.4
2020-12-16,2020,12,51,351,Ramanathapuram,Tamil Nadu,21.4
2020-12-16,2020,12,51,351,Tiruppur,Tamil Nadu,19.14
2020-12-17,2020,12,51,352,Chennai,Tamil Nadu,23.11
2020-12-17,2020,12,51,352,Coimbatore,Tamil Nadu,18.73
2020-12-17,2020,12,51,352,Madurai,Tamil Nadu,21.71
2020-12-17,2020,12,51,352,Salem,Tamil Nadu,22.17
2020-12-17,2020,12,51,352,Trichy,Tamil Nadu,22.68
2020-12-17,2020,12,51,352,Tirunelveli,Tamil Nadu,23.44
2020-12-17,2020,12,51,352,Erode,Tamil Nadu,19.31
2020-12-17,2020,12,51,352,Vellore,Tamil Nadu,22.8
2020-12-17,2020,12,51,352,Thoothukudi,Tamil Nadu,23.48
2020-12-17,2020,12,51,352,Thanjavur,Tamil Nadu,23.39
2020-12-17,2020,12,51,352,Dindigul,Tamil Nadu,19.58
2020-12-17,2020,12,51,352,Kanyakumari,Tamil Nadu,23.44
2020-12-17,2020,12,51,352,Namakkal,Tamil Nadu,22.17
2020-12-17,2020,12,51,352,Karur,Tamil Nadu,22.68
2020-12-17,2020,12,51,352,Cuddalore,Tamil Nadu,23.64
2020-12-17,2020,12,51,352,Nagapattinam,Tamil Nadu,23.39
2020-12-17,2020,12,51,352,Virudhunagar,Tamil Nadu,22.12
2020-12-17,2020,12,51,352,Sivagangai,Tamil Nadu,21.71
2020-12-17,2020,12,51,352,Ramanathapuram,Tamil Nadu,21.71
2020-12-17,2020,12,51,352,Tiruppur,Tamil Nadu,19.31
2020-12-18,2020,12,51,353,Chennai,Tamil Nadu,22.49
2020-12-18,2020,12,51,353,Coimbatore,Tamil Nadu,18.74
2020-12-18,2020,12,51,353,Madurai,Tamil Nadu,21.77
2020-12-18,2020,12,51,353,Salem,Tamil Nadu,22.13
2020-12-18,2020,12,51,353,Trichy,Tamil Nadu,22.74
